"","count","site","yr","observerAge","day","firstSurvey","latitude","lineCov"
"1307697",0,"site508",2012,30,175,0,65.23,0.35
"1308108",0,"site508",2008,50,180,1,65.23,0.3625
"1308363",0,"site508",2009,42,176,0,65.23,0.3625
"1309001",0,"site508",2007,58,168,1,65.23,0.375
"1309053",0,"site508",2004,37,173,1,65.23,0.3625
"1309300",0,"site508",2010,28,165,1,65.23,0.35
"1309504",0,"site509",2012,30,171,0,65.23,0.875
"1309780",12,"site509",2001,67,185,0,65.23,0.9675
"1309833",2,"site509",2009,55,160,1,65.23,0.975
"1310067",8,"site509",2005,38,165,1,65.23,0.9875
"1310309",4,"site509",2002,68,180,0,65.23,0.9675
"1310391",0,"site509",1999,65,181,1,65.23,0.9675
"1311201",0,"site509",2010,28,177,1,65.23,1
"1311291",0,"site509",2000,66,185,0,65.23,0.9675
"1311708",1,"site509",2011,29,162,0,65.23,1
"1312360",5,"site510",2005,38,160,1,65.01,1
"1312691",0,"site510",2012,63,165,0,65.01,1
"1312726",8,"site510",1999,50,165,1,65.01,1
"1312772",3,"site510",2008,50,178,1,65.01,1
"1312949",0,"site510",2000,51,172,0,65.01,1
"1313408",5,"site511",2007,58,167,1,65,1
"1314145",21,"site511",2008,36,171,1,65,1
"1314302",3,"site511",2009,37,167,0,65,1
"1314362",4,"site511",2002,42,165,1,65,1
"1314631",1,"site512",2000,51,171,1,65.23,1
"1314712",1,"site512",2008,50,179,1,65.23,1
"1315171",2,"site512",2012,46,170,1,65.23,1
"1315438",3,"site512",2009,55,161,1,65.23,1
"1315831",2,"site513",2010,38,187,1,65.23,1
"1315868",0,"site513",2001,64,162,1,65.23,0.991666666666667
"1316300",8,"site513",2008,74,165,1,65.23,1
"1316407",0,"site513",2004,47,167,1,65.23,0.975
"1316652",0,"site514",2006,39,170,1,65,1
"1317279",0,"site514",2010,38,174,1,65,1
"1317416",0,"site514",1999,41,165,1,65,1
"1317513",2,"site515",2011,39,159,1,65,1
"1317551",3,"site515",1999,39,161,1,65,1
"1317893",2,"site515",2004,37,160,1,65,1
"1318186",6,"site515",2008,74,164,1,65,1
"1318501",2,"site515",2000,45,161,1,65,1
"1319079",7,"site516",2008,36,175,1,65.22,1
"1319097",2,"site516",2003,36,166,1,65.22,1
"1319246",2,"site516",2009,37,159,0,65.22,1
"1319598",0,"site516",2012,46,171,1,65.22,1
"1319891",0,"site516",2001,41,163,1,65.22,1
"1320887",0,"site517",1999,43,175,1,65.22,0.748214285714286
"1320893",0,"site517",2004,48,164,0,65.22,0.75
"1321072",0,"site517",2003,47,170,0,65.22,0.7375
"1321436",0,"site517",2000,44,162,0,65.22,0.748214285714286
"1321775",0,"site517",2007,51,156,0,65.22,0.75
"1321931",0,"site517",2001,45,162,0,65.22,0.748214285714286
"1322180",0,"site517",2009,53,150,0,65.22,0.75
"1322691",0,"site517",2002,46,161,0,65.22,0.748214285714286
"1322844",0,"site517",2011,55,156,0,65.22,0.75
"1322876",0,"site517",2010,54,156,0,65.22,0.75
"1322972",0,"site517",2012,56,162,0,65.22,0.75
"1323321",0,"site518",2007,40,161,1,64.99,1
"1323322",2,"site518",2012,22,170,1,64.99,1
"1323539",0,"site518",2008,74,162,1,64.99,1
"1323943",2,"site518",1999,41,164,1,64.99,1
"1324450",0,"site518",2010,38,173,1,64.99,1
"1325014",8,"site519",2008,36,169,1,64.98,0.975
"1325433",3,"site519",2004,37,158,1,64.98,0.975
"1325653",3,"site519",2011,39,171,0,64.98,0.9625
"1325760",4,"site519",2005,38,158,0,64.98,0.975
"1325794",1,"site520",2012,44,170,1,65.21,0.925
"1326033",1,"site520",2007,40,162,0,65.21,0.8875
"1326141",0,"site520",2004,37,159,1,65.21,0.9
"1326174",2,"site520",2009,37,158,1,65.21,0.9
"1327042",0,"site521",2007,40,165,1,65.2,0.8
"1327688",0,"site521",2012,40,169,1,65.2,0.7125
"1327741",0,"site521",2002,47,164,1,65.2,0.733333333333333
"1327803",1,"site521",2008,36,176,1,65.2,0.6875
"1328012",0,"site522",2002,62,168,0,64.97,0.9075
"1328235",0,"site522",2005,65,159,0,64.97,1
"1328500",0,"site522",2000,60,158,1,64.97,0.9075
"1328732",6,"site522",2009,37,171,0,64.97,0.8875
"1328747",4,"site522",2010,38,175,0,64.97,0.8875
"1328857",0,"site522",2001,61,157,0,64.97,0.9075
"1328900",5,"site522",2008,36,164,1,64.97,0.8875
"1330124",0,"site522",2003,63,167,0,64.97,0.875
"1330519",0,"site523",2006,39,159,1,64.95,0.8125
"1330522",4,"site523",2008,36,173,1,64.95,0.8125
"1330544",1,"site523",2004,47,181,1,64.95,0.825
"1331077",1,"site523",2012,40,164,1,64.95,0.825
"1331401",5,"site524",2003,48,163,1,65.19,1
"1331706",7,"site524",2008,36,170,1,65.19,1
"1332001",1,"site524",2012,58,158,0,65.19,1
"1332261",0,"site524",2006,52,157,1,65.19,1
"1332513",0,"site524",2010,56,157,0,65.19,1
"1333021",2,"site525",2007,41,160,1,65.18,1
"1333301",1,"site525",2005,38,153,1,65.18,1
"1333309",7,"site525",2008,36,172,1,65.18,1
"1333775",1,"site525",2011,39,167,1,65.18,1
"1334339",0,"site526",1998,52,156,0,64.94,1
"1334559",0,"site526",2003,57,165,0,64.94,1
"1335641",9,"site526",2009,75,162,1,64.94,1
"1335830",1,"site526",1999,53,162,0,64.94,1
"1336145",0,"site526",2000,54,161,0,64.94,1
"1336503",0,"site526",2002,56,165,0,64.94,1
"1336552",1,"site526",2012,40,162,1,64.94,1
"1336814",1,"site526",2001,55,168,0,64.94,1
"1336873",0,"site526",2004,58,151,0,64.94,1
"1337479",8,"site527",2011,57,159,1,64.92,1
"1337514",2,"site527",2008,36,161,1,64.92,1
"1338030",1,"site527",2006,39,157,1,64.92,1
"1339007",0,"site528",2009,43,167,1,65.16,1
"1339064",0,"site528",2012,40,179,1,65.16,1
"1339112",9,"site528",2004,47,180,1,65.16,1
"1339177",3,"site528",2007,40,158,1,65.16,1
"1339711",0,"site529",2011,39,165,1,65.15,1
"1340387",1,"site529",2005,38,152,1,65.15,1
"1340414",3,"site529",2003,31,154,1,65.15,1
"1340582",4,"site529",2008,36,154,1,65.15,1
"1340810",1,"site530",2008,44,187,1,65.13,1
"1340906",0,"site530",2010,57,151,1,65.13,1
"1341508",0,"site530",2004,53,156,1,65.13,1
"1342042",4,"site530",2007,73,150,1,65.13,1
"1342113",4,"site530",2005,40,145,1,65.13,1
"1342319",0,"site531",2002,68,182,0,65.45,1
"1342553",0,"site531",2011,29,163,0,65.45,1
"1342624",0,"site531",2010,28,181,1,65.45,1
"1343102",0,"site531",2012,30,177,0,65.45,1
"1343264",0,"site531",2008,45,180,1,65.45,1
"1343370",0,"site531",2001,67,187,1,65.45,1
"1343374",0,"site531",2005,38,166,1,65.45,1
"1343886",0,"site531",2009,42,167,0,65.45,1
"1344409",17,"site532",2008,45,183,1,65.45,1
"1344827",7,"site532",2003,36,174,1,65.45,1
"1344997",1,"site532",2010,28,168,1,65.45,1
"1345156",0,"site532",2007,70,164,1,65.45,1
"1345309",3,"site532",2009,42,166,0,65.45,1
"1345979",3,"site532",2011,29,168,0,65.45,1
"1346286",10,"site532",2001,41,170,1,65.45,1
"1346401",0,"site533",2007,46,174,1,65.68,1
"1346867",0,"site533",2012,30,176,0,65.68,1
"1347429",0,"site533",2009,37,174,1,65.68,1
"1347683",0,"site533",2011,29,170,1,65.68,1
"1347725",0,"site533",2010,27,178,1,65.68,1
"1347864",0,"site533",2005,47,182,1,65.68,1
"1348191",0,"site533",2008,42,177,1,65.68,1
"1348519",8,"site534",2008,42,175,1,65.68,0.8
"1349213",0,"site534",2011,29,167,0,65.68,0.8125
"1349524",4,"site534",2009,42,162,0,65.68,0.8125
"1349852",1,"site534",2003,36,175,1,65.68,0.8125
"1349965",0,"site534",2001,64,163,1,65.68,0.808928571428571
"1350067",1,"site534",2006,30,166,1,65.68,0.8
"1350073",0,"site534",2012,30,173,0,65.68,0.8
"1350096",3,"site534",1999,39,173,1,65.68,0.808928571428571
"1350636",0,"site534",2010,28,164,1,65.68,0.825
"1351156",5,"site535",2008,36,174,1,65.45,0.4875
"1351182",2,"site535",2009,42,160,0,65.45,0.45
"1351591",2,"site535",2012,46,169,1,65.45,0.4875
"1351707",4,"site535",2004,37,174,1,65.45,0.4
"1352087",0,"site535",2006,39,171,0,65.45,0.3875
"1352294",1,"site536",2006,30,167,1,65.45,0.9
"1352700",2,"site536",2012,44,171,1,65.45,0.95
"1352994",1,"site536",2009,43,166,1,65.45,0.85
"1353115",1,"site536",2000,63,168,1,65.45,0.9
"1353738",0,"site537",2009,37,173,1,65.68,1
"1353970",0,"site537",2006,30,169,1,65.68,1
"1354122",0,"site537",2002,65,173,1,65.68,1
"1354151",0,"site538",2006,68,167,1,65.68,1
"1354285",3,"site538",2009,43,168,1,65.68,1
"1354307",2,"site538",2004,46,175,1,65.68,1
"1355001",2,"site538",2012,30,168,1,65.68,0.9875
"1355941",0,"site539",2006,30,171,1,65.45,0.95
"1356018",2,"site539",2012,22,171,1,65.45,1
"1356614",0,"site539",2007,51,160,1,65.45,1
"1356654",0,"site539",1999,41,166,1,65.45,0.9875
"1356736",0,"site539",2009,53,156,0,65.45,1
"1357175",0,"site540",2000,44,163,0,65.44,0.63125
"1357700",2,"site540",2002,46,159,0,65.44,0.63125
"1357799",0,"site540",2004,48,168,0,65.44,0.625
"1358439",0,"site540",2003,47,159,0,65.44,0.625
"1358624",0,"site540",1999,43,176,1,65.44,0.63125
"1358633",0,"site540",2001,45,159,0,65.44,0.63125
"1358640",0,"site540",2009,75,153,1,65.44,0.675
"1358768",0,"site540",2006,30,172,1,65.44,0.6
"1359384",0,"site541",2007,40,164,1,65.67,0.85
"1359580",2,"site541",2009,43,169,1,65.67,0.8875
"1360231",2,"site542",2010,76,158,0,65.67,1
"1360298",0,"site542",2006,70,168,1,65.67,1
"1360699",0,"site542",2004,70,162,1,65.67,1
"1360857",1,"site542",2007,69,161,1,65.67,1
"1361630",5,"site543",2009,55,162,0,65.44,0.925
"1361790",3,"site543",2007,53,166,1,65.44,0.925
"1361863",0,"site543",2005,48,165,1,65.44,0.925
"1362451",2,"site543",2011,57,163,0,65.44,0.925
"1362585",4,"site543",1999,41,167,1,65.44,0.925
"1363123",1,"site544",2010,49,168,1,65.43,1
"1363319",0,"site544",2006,53,163,1,65.43,0.8125
"1363584",0,"site544",2002,44,166,1,65.43,0.953125
"1363703",4,"site544",2003,45,173,0,65.43,1
"1363993",2,"site544",2009,43,177,1,65.43,1
"1364300",0,"site545",2008,74,166,1,65.66,0.7375
"1364347",2,"site545",2010,44,172,1,65.66,0.8375
"1364495",4,"site545",2001,47,166,1,65.66,0.7975
"1364827",0,"site545",2006,70,164,1,65.66,0.775
"1365194",2,"site545",2007,53,164,0,65.66,0.8375
"1365686",1,"site545",2012,58,160,0,65.66,0.8
"1366141",3,"site546",2001,47,167,1,65.65,1
"1366232",3,"site546",2010,42,168,1,65.65,1
"1366251",3,"site546",2008,36,156,1,65.65,1
"1366537",1,"site546",2006,53,164,1,65.65,1
"1367141",0,"site546",2009,55,163,0,65.65,1
"1367205",2,"site547",2008,42,167,0,65.41,1
"1367547",2,"site547",1999,41,168,1,65.41,1
"1367615",0,"site547",2007,41,161,1,65.41,1
"1368357",0,"site547",2006,53,166,1,65.41,1
"1368660",1,"site547",2009,43,173,0,65.41,1
"1368715",0,"site547",2010,57,154,1,65.41,1
"1369262",2,"site548",2008,42,164,0,65.4,1
"1369498",2,"site548",2001,43,165,1,65.4,1
"1369631",5,"site548",2007,41,158,1,65.4,1
"1369713",1,"site548",2009,43,166,0,65.4,1
"1369720",0,"site548",2004,70,154,1,65.4,1
"1370415",9,"site548",2012,32,160,1,65.4,1
"1370707",0,"site549",2009,56,153,1,65.64,0.975
"1370952",0,"site549",2012,32,162,1,65.64,0.4375
"1371054",0,"site549",2002,25,165,1,65.64,0.853125
"1371443",0,"site549",2007,41,156,1,65.64,1
"1371743",0,"site549",2010,42,167,1,65.64,1
"1371996",0,"site550",2002,25,160,1,65.63,0.5725
"1372361",1,"site550",2007,35,167,1,65.63,0.525
"1372875",0,"site550",2006,70,163,1,65.63,0.6
"1373179",1,"site550",2012,31,162,1,65.63,0.55
"1373280",1,"site550",2010,49,167,1,65.63,0.6125
"1373432",3,"site550",2008,36,157,0,65.63,0.575
"1373690",2,"site551",2000,42,166,1,65.39,0.991666666666667
"1373726",1,"site551",2009,43,159,0,65.39,1
"1374021",0,"site551",2007,41,151,1,65.39,1
"1374283",3,"site551",2006,72,158,1,65.39,0.975
"1374675",0,"site551",2010,76,145,0,65.39,1
"1374820",3,"site551",2008,42,160,0,65.39,1
"1374978",5,"site551",2012,31,160,1,65.39,0.975
"1375571",1,"site552",2002,25,156,1,65.37,1
"1375583",0,"site552",2011,57,160,1,65.37,1
"1375602",3,"site552",2009,43,152,1,65.37,1
"1375946",3,"site552",2005,40,144,1,65.37,1
"1376518",3,"site552",2010,57,149,1,65.37,1
"1377335",3,"site553",2006,72,159,1,65.61,1
"1377639",3,"site553",2008,42,156,1,65.61,1
"1377800",0,"site553",2007,73,152,0,65.61,1
"1377810",0,"site553",2001,43,166,1,65.61,1
"1377845",0,"site553",2010,76,146,0,65.61,1
"1378467",0,"site554",2006,70,162,1,65.59,1
"1379145",0,"site554",2009,56,152,1,65.59,1
"1379198",0,"site554",2010,20,163,1,65.59,1
"1379272",0,"site554",2002,25,154,1,65.59,1
"1379675",3,"site554",2008,36,149,1,65.59,1
"1379798",1,"site555",2008,36,154,0,65.35,0.8625
"1380169",0,"site555",2004,53,157,1,65.35,0.925
"1380241",0,"site555",2010,38,153,0,65.35,0.8375
"1380355",2,"site555",2007,35,152,1,65.35,0.8875
"1380379",1,"site555",2009,37,144,0,65.35,0.8625
"1380558",0,"site555",2012,40,152,0,65.35,0.875
"1380978",0,"site555",2002,25,157,1,65.35,0.875
"1381978",5,"site556",1998,33,159,1,65.57,1
"1381986",5,"site556",2005,40,159,0,65.57,1
"1382175",3,"site556",2007,47,152,1,65.57,1
"1382451",4,"site556",2012,31,159,1,65.57,1
"1382855",1,"site556",2010,38,163,1,65.57,1
"1383334",2,"site556",2002,25,158,1,65.57,1
"1383373",3,"site556",2008,19,164,1,65.57,1
"1383630",7,"site557",2008,36,147,1,65.55,0.9125
"1383671",3,"site557",2005,52,148,0,65.55,0.9
"1383678",1,"site557",2012,52,159,0,65.55,0.95
"1383857",1,"site557",2010,50,155,0,65.55,0.975
"1383979",4,"site557",2003,50,143,1,65.55,0.9
"1384435",2,"site557",2006,53,149,0,65.55,0.9
"1384580",0,"site557",2009,49,150,1,65.55,0.95
"1384919",1,"site557",2004,51,149,0,65.55,0.9
"1385296",0,"site557",2011,51,154,0,65.55,0.9375
"1386334",1,"site557",2007,44,157,1,65.55,0.8875
"1386759",1,"site558",2008,55,159,0,65.53,0.375
"1387016",1,"site558",2011,58,159,0,65.53,0.375
"1387080",0,"site558",2010,57,160,0,65.53,0.375
"1387095",1,"site558",2006,53,161,0,65.53,0.375
"1387783",2,"site558",2009,56,160,0,65.53,0.375
"1388048",3,"site558",2005,52,154,1,65.53,0.375
"1388070",0,"site559",2010,38,183,1,65.9,1
"1388218",0,"site559",2009,42,168,1,65.9,0.6875
"1388389",0,"site559",2005,47,183,1,65.9,0.6875
"1389053",0,"site559",2007,46,176,1,65.9,0.6875
"1389182",0,"site559",2008,23,167,1,65.9,0.7125
"1389480",0,"site560",2011,29,174,1,65.9,0.75
"1390338",0,"site560",2010,41,179,1,65.9,1
"1390366",0,"site560",2012,30,176,1,65.9,0.625
"1390538",0,"site560",2003,40,166,1,65.9,0.825
"1390658",0,"site561",2007,39,174,1,66.13,1
"1391204",0,"site561",2009,37,175,1,66.13,1
"1391259",0,"site561",2010,38,182,0,66.13,1
"1391607",0,"site561",2003,36,176,1,66.13,0.95
"1391719",0,"site561",1998,52,191,1,66.13,0.99
"1392072",0,"site561",2008,23,166,1,66.13,1
"1392780",0,"site562",2010,28,182,1,66.13,1
"1392817",0,"site562",2012,45,176,0,66.13,1
"1393226",0,"site562",2002,35,186,1,66.13,0.989583333333333
"1393563",0,"site562",2007,39,175,1,66.13,0.975
"1393799",0,"site562",2011,29,173,0,66.13,1
"1393895",0,"site562",2005,38,171,1,66.13,0.9625
"1394038",0,"site562",2008,26,180,1,66.13,1
"1394435",0,"site563",2009,46,169,1,65.9,1
"1394485",0,"site563",2004,67,175,0,65.9,1
"1395269",0,"site563",2001,64,179,0,65.9,1
"1395596",0,"site563",2011,48,167,0,65.9,1
"1395819",0,"site563",2002,65,175,0,65.9,1
"1396154",0,"site563",2000,63,172,1,65.9,1
"1396188",0,"site563",2012,49,173,0,65.9,1
"1396574",0,"site563",2005,68,176,0,65.9,1
"1396612",0,"site563",2010,47,171,0,65.9,1
"1396969",2,"site564",2009,43,172,1,65.9,0.9375
"1397248",1,"site564",2001,64,169,1,65.9,0.930357142857143
"1397368",3,"site564",2004,37,168,1,65.9,0.8625
"1397371",0,"site564",2012,58,172,1,65.9,0.8375
"1397834",0,"site564",2010,28,171,0,65.9,1
"1398114",11,"site564",2007,31,168,1,65.9,0.875
"1398384",5,"site564",2008,26,168,1,65.9,1
"1398876",3,"site564",2011,29,179,0,65.9,1
"1399223",0,"site565",2009,43,171,1,66.13,1
"1399424",0,"site565",2008,26,169,1,66.13,1
"1399858",0,"site565",2012,45,169,0,66.13,0.9875
"1400005",0,"site565",2011,48,175,1,66.13,0.975
"1400210",0,"site565",2003,36,168,1,66.13,0.975
"1400281",0,"site565",2007,46,178,1,66.13,0.975
"1400931",0,"site566",2012,51,169,1,66.13,1
"1400984",0,"site566",2005,68,179,1,66.13,1
"1401237",0,"site566",2007,39,179,1,66.13,1
"1401485",0,"site566",2008,44,178,1,66.13,1
"1401689",5,"site567",2008,44,180,1,65.9,1
"1402358",2,"site567",2009,75,161,1,65.9,1
"1402516",0,"site567",2006,70,165,1,65.9,1
"1403138",3,"site567",1999,41,173,1,65.9,1
"1403156",2,"site567",2002,25,170,1,65.9,1
"1403306",0,"site567",2011,53,179,0,65.9,1
"1404165",0,"site568",2010,76,156,0,65.89,0.625
"1404178",0,"site568",2008,74,169,1,65.89,0.625
"1404230",0,"site568",2002,44,167,1,65.89,0.6675
"1404371",0,"site568",2012,54,179,0,65.89,0.7125
"1404868",0,"site568",2007,53,165,1,65.89,0.6875
"1405204",0,"site568",2009,51,175,0,65.89,0.6875
"1405619",0,"site569",2008,74,168,1,66.12,0.8875
"1405777",1,"site569",2002,25,169,1,66.12,0.915
"1406194",4,"site569",2004,47,184,1,66.12,0.9125
"1406210",1,"site569",2009,51,176,1,66.12,0.9125
"1406399",1,"site569",2010,38,171,1,66.12,0.9125
"1406746",0,"site569",2012,31,166,1,66.12,0.95
"1407914",0,"site570",2000,42,186,1,66.12,0.6075
"1408241",0,"site570",2010,20,171,1,66.12,0.6125
"1408280",1,"site570",2008,36,163,1,66.12,0.575
"1408498",0,"site570",2009,56,155,1,66.12,0.5875
"1408748",1,"site570",2004,47,183,1,66.12,0.6125
"1409064",0,"site570",2012,32,164,1,66.12,0.65
"1409691",0,"site571",2011,53,178,0,65.88,1
"1409810",7,"site571",2006,70,170,1,65.88,1
"1409846",0,"site571",2012,54,180,0,65.88,1
"1410026",7,"site571",2008,36,164,1,65.88,1
"1410065",3,"site571",2005,40,158,1,65.88,1
"1410421",4,"site571",1999,41,175,1,65.88,1
"1411042",0,"site572",2007,53,163,1,65.87,0.5375
"1411163",2,"site572",2008,44,184,1,65.87,0.55
"1411374",0,"site572",2010,56,154,0,65.87,0.525
"1411562",0,"site572",2004,70,161,1,65.87,0.4875
"1412218",0,"site572",2011,57,161,0,65.87,0.525
"1412460",0,"site573",2010,57,174,1,66.11,0.9625
"1412874",0,"site573",2005,40,157,1,66.11,0.85
"1413122",0,"site573",2012,31,164,1,66.11,0.975
"1413522",0,"site573",2008,44,182,1,66.11,0.9
"1413579",0,"site573",2000,42,184,1,66.11,0.921875
"1413697",0,"site574",2008,74,167,1,66.1,0.8625
"1413790",0,"site574",2009,56,159,1,66.1,0.8625
"1414271",0,"site574",2004,47,182,1,66.1,0.8375
"1414680",1,"site574",2010,57,182,0,66.1,0.8625
"1414958",4,"site575",2008,41,173,1,65.86,0.9125
"1415044",0,"site575",2004,70,159,1,65.86,0.875
"1415410",0,"site575",2010,76,155,0,65.86,0.95
"1415838",0,"site575",2006,53,170,1,65.86,0.9125
"1415981",0,"site575",1999,41,169,1,65.86,0.9125
"1416317",0,"site576",2005,40,170,1,65.85,1
"1416396",1,"site576",2000,42,168,1,65.85,1
"1416571",0,"site576",2010,49,169,1,65.85,1
"1416866",0,"site576",2008,64,174,1,65.85,1
"1417141",0,"site576",2012,32,161,1,65.85,1
"1417657",1,"site577",2008,44,185,1,66.09,0.975
"1418168",0,"site577",2000,42,169,1,66.09,0.9875
"1418603",1,"site577",2010,56,155,1,66.09,0.975
"1418642",0,"site577",2004,70,158,1,66.09,1
"1418896",0,"site577",2012,58,162,0,66.09,1
"1419041",0,"site578",2007,49,173,0,66.07,0.925
"1419295",0,"site578",2000,42,170,1,66.07,0.95
"1419704",0,"site578",2010,57,152,1,66.07,1
"1420014",2,"site578",2008,44,186,1,66.07,0.925
"1420353",2,"site579",2000,42,167,1,65.83,0.825
"1420423",3,"site579",2003,50,160,1,65.83,0.825
"1420868",0,"site579",2006,72,160,1,65.83,0.825
"1421093",2,"site579",2010,42,169,1,65.83,0.825
"1421208",1,"site579",2008,52,167,1,65.83,0.8125
"1421275",4,"site579",2012,31,161,1,65.83,0.8375
"1421821",0,"site580",2002,25,155,1,65.82,1
"1421860",0,"site580",2005,71,160,1,65.82,1
"1422021",1,"site580",2010,21,157,0,65.82,1
"1422459",3,"site580",2008,19,168,1,65.82,1
"1422842",0,"site580",2007,73,153,0,65.82,1
"1423607",1,"site581",2010,56,156,1,66.06,1
"1423925",0,"site581",2005,45,154,1,66.06,1
"1424159",0,"site581",2001,43,167,1,66.06,1
"1424190",0,"site581",2004,47,172,1,66.06,1
"1424463",0,"site581",2012,58,165,0,66.06,1
"1424686",2,"site582",2006,72,161,1,66.04,0.9
"1424772",3,"site582",2003,50,151,1,66.04,0.9
"1425464",1,"site582",2010,21,158,1,66.04,0.9
"1425776",0,"site582",2008,57,167,1,66.04,0.8875
"1425915",0,"site582",2012,32,157,1,66.04,0.9
"1426011",2,"site582",2002,25,159,1,66.04,0.8975
"1426381",1,"site583",1998,33,157,0,65.8,0.998214285714286
"1426539",0,"site583",2009,44,156,0,65.8,1
"1426848",6,"site583",2012,32,158,1,65.8,0.9875
"1426922",0,"site583",2002,37,156,0,65.8,0.998214285714286
"1426990",4,"site583",2004,39,157,0,65.8,1
"1427418",3,"site583",1999,34,151,0,65.8,0.998214285714286
"1427493",1,"site583",2005,40,149,0,65.8,1
"1427522",4,"site583",2000,35,153,0,65.8,0.998214285714286
"1427702",5,"site583",2003,38,157,0,65.8,1
"1428249",1,"site583",2007,42,153,0,65.8,1
"1429785",4,"site583",2001,36,151,0,65.8,0.998214285714286
"1429984",1,"site583",2006,41,153,0,65.8,1
"1430167",0,"site584",2010,62,166,0,65.77,0.625
"1430327",0,"site584",2012,64,163,0,65.77,0.625
"1430871",0,"site584",2007,59,159,0,65.77,0.6
"1431702",0,"site584",2004,56,163,1,65.77,0.6375
"1431792",1,"site584",2008,60,158,0,65.77,0.6125
"1432018",0,"site584",2006,58,160,0,65.77,0.6125
"1432118",1,"site584",2009,61,156,0,65.77,0.625
"1432247",0,"site584",2011,63,155,0,65.77,0.625
"1432277",1,"site585",2010,21,154,0,66.02,1
"1432677",0,"site585",2008,19,165,1,66.02,0.625
"1432890",1,"site585",2007,47,146,1,66.02,1
"1433215",1,"site585",2003,50,148,1,66.02,1
"1433811",1,"site585",1998,33,162,1,66.02,0.925
"1433822",2,"site585",2012,31,158,1,66.02,1
"1434453",0,"site586",2005,57,161,0,66,0.8125
"1434562",1,"site586",2003,55,157,0,66,0.85
"1434683",0,"site586",2011,43,160,1,66,0.825
"1434783",0,"site586",2010,21,156,1,66,0.8
"1435252",0,"site586",2002,54,155,1,66,0.8225
"1435313",1,"site586",2008,36,160,1,66,0.825
"1435625",0,"site587",2010,38,164,0,65.73,0.479166666666667
"1435766",0,"site587",2005,69,177,1,65.73,0.3625
"1435941",0,"site587",2008,49,163,1,65.73,0.35
"1436206",1,"site587",2007,35,159,1,65.73,0.475
"1437069",0,"site588",1998,52,164,0,65.97,0.99375
"1437323",1,"site588",2008,44,162,1,65.97,1
"1438037",0,"site588",2003,43,166,1,65.97,1
"1438274",0,"site588",2010,21,155,1,65.97,0.975
"1438413",0,"site588",2004,44,164,0,65.97,1
"1438949",5,"site589",2007,35,146,1,65.95,1
"1439057",1,"site589",2008,36,148,0,65.95,1
"1439100",0,"site589",2010,20,164,1,65.95,1
"1439675",0,"site589",2004,53,166,1,65.95,1
"1439884",0,"site590",2007,35,153,1,65.7,0.325
"1440236",1,"site590",2003,50,145,1,65.7,0.325
"1440407",0,"site590",2010,57,157,1,65.7,0.35
"1440473",1,"site590",2008,49,164,1,65.7,0.3375
"1440928",0,"site591",2004,54,164,0,65.92,1
"1441582",1,"site591",2007,73,151,1,65.92,1
"1441692",0,"site591",2010,76,149,0,65.92,1
"1442055",0,"site591",2008,49,162,1,65.92,1
"1442262",0,"site591",2003,53,167,1,65.92,1
"1442501",0,"site592",2007,46,175,1,66.35,1
"1442933",0,"site592",2002,34,185,1,66.35,1
"1443126",0,"site592",2008,42,173,1,66.35,1
"1443302",0,"site592",2011,48,173,1,66.35,1
"1443684",0,"site593",2010,38,160,1,66.35,1
"1443865",0,"site593",2006,48,183,1,66.35,0.9625
"1444049",0,"site594",2010,20,172,1,66.35,0.725
"1444272",0,"site594",2008,36,167,1,66.35,0.7
"1444488",0,"site594",2002,25,168,1,66.35,0.715625
"1444506",0,"site594",2004,46,181,1,66.35,0.725
"1444614",0,"site594",2009,42,173,1,66.35,0.7125
"1445394",0,"site595",2008,42,181,1,66.58,0.925
"1445827",0,"site595",2012,31,169,1,66.58,0.9125
"1446354",0,"site595",2002,34,182,1,66.58,0.8875
"1446516",0,"site595",2004,46,184,0,66.58,0.8625
"1446588",0,"site595",2000,42,190,1,66.58,0.8875
"1446612",0,"site595",2011,53,183,0,66.58,0.8625
"1447180",0,"site595",2009,51,181,0,66.58,0.875
"1447273",0,"site596",2000,42,187,1,66.57,0.946875
"1447782",0,"site596",2010,52,186,0,66.57,0.975
"1447783",0,"site596",2008,36,166,1,66.57,1
"1448157",0,"site596",2011,24,185,1,66.57,0.85
"1448364",0,"site596",2004,46,178,0,66.57,0.9625
"1448857",1,"site597",2004,47,185,1,66.35,0.9625
"1448929",1,"site597",2012,32,166,1,66.35,0.9875
"1448952",2,"site597",2008,44,181,1,66.35,0.9875
"1449220",1,"site597",2009,51,178,0,66.35,0.9875
"1449258",0,"site597",2010,52,185,0,66.35,0.9875
"1450012",1,"site597",1999,41,172,1,66.35,0.9825
"1450661",3,"site598",2012,31,165,1,66.34,1
"1451109",0,"site598",2010,76,157,0,66.34,1
"1451449",0,"site598",2003,31,181,1,66.34,1
"1451485",0,"site598",2006,72,164,1,66.34,1
"1451684",0,"site598",2008,74,170,0,66.34,1
"1451737",0,"site598",2000,42,185,1,66.34,1
"1452003",0,"site598",2007,73,164,0,66.34,1
"1452982",0,"site599",2011,53,187,0,66.57,0.925
"1453190",0,"site599",2009,51,183,0,66.57,0.9
"1453235",0,"site599",2008,50,185,1,66.57,0.875
"1453322",0,"site599",2003,31,182,1,66.57,0.9125
"1453682",0,"site600",2009,51,177,0,66.56,0.95
"1454095",0,"site600",2005,47,185,1,66.56,0.925
