"","count","site","yr","observerAge","day","firstSurvey","latitude","lineCov"
"358792",1,"site109",2011,53,147,0,57.83,0.8375
"358945",0,"site109",2010,52,149,0,57.83,0.8375
"359012",1,"site109",2012,54,138,0,57.83,0.8
"359229",3,"site109",2008,50,144,0,57.83,0.8375
"359561",2,"site109",2007,49,145,1,57.83,0.8375
"359770",15,"site110",2003,59,153,0,57.83,0.975
"359810",8,"site110",2007,63,162,0,57.83,0.925
"360052",13,"site110",2002,58,157,0,57.83,0.93375
"360143",8,"site110",2009,65,155,0,57.83,0.925
"360502",6,"site110",2010,66,152,0,57.83,0.925
"361036",10,"site110",2005,61,153,0,57.83,0.9125
"361339",13,"site110",2004,60,151,0,57.83,0.975
"361903",3,"site110",2012,68,152,0,57.83,0.925
"361917",5,"site110",2000,56,159,0,57.83,0.93375
"361977",10,"site110",2006,62,152,0,57.83,0.925
"362343",5,"site110",1999,55,159,1,57.83,0.93375
"362500",6,"site110",2008,64,155,0,57.83,0.925
"363282",6,"site110",2011,67,153,0,57.83,0.925
"363510",12,"site111",2012,33,147,0,58.05,0.8875
"363568",6,"site111",2011,32,140,0,58.05,0.8875
"363643",11,"site111",2005,36,164,0,58.05,0.8625
"364075",15,"site111",2002,33,163,1,58.05,0.88125
"364802",6,"site111",2004,35,169,0,58.05,0.8625
"365021",3,"site111",2007,68,145,1,58.05,0.9125
"365254",6,"site111",2010,31,151,1,58.05,0.875
"365477",7,"site112",2003,64,149,1,58.05,0.8375
"365489",3,"site112",2012,68,154,0,58.05,0.8125
"365849",6,"site112",2010,66,148,0,58.05,0.8125
"365928",16,"site112",2005,66,153,0,58.05,0.875
"365999",10,"site112",2008,64,160,1,58.05,0.8125
"366188",10,"site112",2011,67,151,0,58.05,0.8125
"366945",9,"site112",2004,65,148,0,58.05,0.875
"367512",9,"site112",2009,65,156,0,58.05,0.8125
"368380",0,"site113",2012,59,171,0,57.8,0.975
"368551",0,"site113",2008,55,165,1,57.8,0.85
"369089",0,"site113",2010,57,165,0,57.8,0.975
"369097",0,"site113",2009,56,166,0,57.8,1
"369099",2,"site113",2003,28,147,1,57.8,1
"369156",0,"site113",2011,58,165,0,57.8,0.975
"369772",1,"site114",2010,35,147,0,57.79,0.925
"369872",7,"site114",2003,31,151,1,57.79,0.925
"370211",4,"site114",2006,37,161,0,57.79,0.95
"370724",6,"site114",2009,34,156,0,57.79,0.925
"371151",11,"site114",2012,37,155,0,57.79,0.925
"371401",5,"site114",2007,32,153,1,57.79,0.925
"371519",4,"site114",2008,33,153,0,57.79,0.925
"371564",10,"site114",2004,35,162,1,57.79,1
"371589",5,"site114",2011,36,158,0,57.79,0.925
"371831",10,"site114",2005,36,165,0,57.79,1
"372384",0,"site115",2003,48,151,1,58.2,0.125
"372451",0,"site115",2008,53,150,0,58.2,0.1375
"372465",0,"site115",2010,55,151,0,58.2,0.1375
"372936",0,"site116",2011,60,141,0,58.42,1
"373373",2,"site116",2004,53,144,0,58.42,1
"373429",4,"site116",2007,56,145,0,58.42,1
"373511",2,"site116",2012,61,143,0,58.42,1
"373808",0,"site116",2009,58,142,0,58.42,1
"374468",0,"site116",2010,59,141,0,58.42,1
"374882",2,"site116",2001,50,145,0,58.42,0.9975
"375316",2,"site116",2000,49,147,0,58.42,0.9975
"375483",0,"site116",2005,54,148,0,58.42,1
"375582",1,"site116",1999,48,146,0,58.42,0.9975
"376053",1,"site116",2003,52,145,0,58.42,0.975
"376114",1,"site116",2002,51,147,0,58.42,0.9975
"376353",1,"site116",2006,55,146,0,58.42,1
"376388",1,"site116",2008,57,145,0,58.42,1
"377308",0,"site116",1998,47,149,0,58.42,0.9975
"377575",0,"site117",2009,64,149,1,58.21,0.85
"378057",4,"site117",2004,49,157,0,58.21,0.8
"378110",0,"site117",2012,67,148,0,58.21,0.825
"378626",4,"site117",2003,48,148,1,58.21,0.7875
"378699",0,"site117",2010,65,151,0,58.21,0.85
"378825",0,"site117",2011,66,145,0,58.21,0.825
"379489",2,"site118",2010,45,150,0,58.22,0.9125
"379617",4,"site118",2005,47,153,1,58.22,0.95
"380358",3,"site118",2003,52,156,1,58.22,0.95
"380462",5,"site118",2007,42,157,1,58.22,0.9375
"380496",7,"site118",2008,43,152,0,58.22,0.95
"380811",5,"site118",2002,30,151,0,58.22,0.94
"380948",0,"site118",2001,29,152,1,58.22,0.94
"381452",11,"site119",2008,57,146,0,58.44,0.975
"381606",9,"site119",2012,61,148,0,58.44,0.975
"382218",16,"site119",2007,56,146,0,58.44,0.975
"382252",9,"site119",2000,49,154,0,58.44,0.9825
"382408",12,"site119",2005,54,152,0,58.44,0.9875
"383051",15,"site119",2001,50,151,0,58.44,0.9825
"383063",14,"site119",2002,51,153,0,58.44,0.9825
"383114",13,"site119",2006,55,149,0,58.44,0.975
"383459",6,"site119",2004,53,145,0,58.44,1
"383809",6,"site119",2009,58,140,0,58.44,0.9875
"384198",9,"site119",2003,52,147,0,58.44,1
"384280",2,"site119",2010,59,145,0,58.44,0.975
"384459",4,"site119",2011,60,145,0,58.44,0.975
"384893",27,"site119",1999,48,155,1,58.44,0.9825
"385173",4,"site120",2007,44,157,0,58.45,0.7125
"385210",4,"site120",2005,42,158,1,58.45,0.7375
"385649",10,"site120",2002,51,150,0,58.45,0.670833333333333
"385996",1,"site120",2011,56,150,0,58.45,0.65
"386015",4,"site120",2010,55,154,0,58.45,0.65
"386667",5,"site120",2009,54,153,1,58.45,0.65
"386831",7,"site120",2000,49,151,1,58.45,0.670833333333333
"387006",6,"site120",2012,57,145,0,58.45,0.625
"387501",0,"site121",2008,63,144,1,58.24,0.975
"387774",0,"site121",2009,64,145,0,58.24,0.975
"387855",0,"site121",2012,67,150,0,58.24,0.975
"388134",0,"site121",2010,65,152,0,58.24,0.975
"388384",13,"site121",2003,54,158,0,58.24,1
"388543",0,"site121",2011,66,151,0,58.24,0.975
"388936",5,"site121",2006,57,146,0,58.24,0.9625
"389099",14,"site121",2002,53,164,1,58.24,0.9734375
"389356",8,"site121",2004,55,149,0,58.24,0.95
"390065",4,"site122",2004,55,156,0,58.25,0.9375
"390358",0,"site122",2003,54,148,0,58.25,1
"390444",3,"site122",2009,60,151,0,58.25,1
"390544",2,"site122",2002,53,155,0,58.25,0.970833333333333
"390711",0,"site122",2008,63,148,1,58.25,0.95
"390933",0,"site122",2011,62,152,0,58.25,1
"391826",2,"site122",2005,56,157,0,58.25,0.9375
"391927",0,"site122",2001,52,154,1,58.25,0.970833333333333
"392252",7,"site123",2005,45,156,0,58.46,0.35
"392463",2,"site123",2008,48,158,0,58.46,0.3125
"392519",2,"site123",2009,46,151,1,58.46,0.3125
"392881",1,"site123",2002,42,155,1,58.46,0.3275
"393197",9,"site123",2004,44,156,0,58.46,0.35
"393274",6,"site123",2003,43,159,0,58.46,0.35
"393524",1,"site123",2010,47,152,0,58.46,0.3125
"394199",2,"site123",2012,49,154,0,58.46,0.3125
"394229",3,"site123",2006,45,144,0,58.46,0.35
"394345",1,"site123",2011,48,152,0,58.46,0.3125
"394712",5,"site123",2007,47,153,0,58.46,0.3125
"395366",4,"site124",2009,55,157,0,58.47,0.875
"395461",1,"site124",1998,44,156,0,58.47,0.87625
"396527",6,"site124",2001,47,154,0,58.47,0.87625
"396529",2,"site124",2011,57,156,0,58.47,0.8875
"396702",5,"site124",2003,49,157,0,58.47,0.8875
"396703",0,"site124",2002,48,164,0,58.47,0.87625
"397400",1,"site124",2006,52,174,0,58.47,0.875
"397919",3,"site124",2007,53,174,0,58.47,0.875
"398348",6,"site124",2012,57,153,0,58.47,0.8875
"398744",6,"site124",2005,51,169,0,58.47,0.85
"398917",7,"site124",2000,46,162,0,58.47,0.87625
"398991",6,"site124",2008,54,173,0,58.47,0.875
"399137",1,"site124",2010,56,156,0,58.47,0.875
"399165",7,"site124",2004,50,171,0,58.47,0.875
"399365",5,"site125",2004,31,154,0,58.25,1
"399752",2,"site125",2009,48,151,1,58.25,1
"399774",8,"site125",2012,50,158,0,58.25,0.875
"400256",2,"site125",2007,34,145,0,58.25,1
"400384",2,"site125",2003,30,144,0,58.25,1
"401080",3,"site125",2006,33,146,0,58.25,1
"401114",4,"site125",2000,27,152,0,58.25,0.96875
"401493",1,"site125",2005,32,149,0,58.25,1
"401534",5,"site125",1998,25,143,0,58.25,0.96875
"402161",2,"site125",1999,26,145,0,58.25,0.96875
"402171",2,"site125",2002,29,150,0,58.25,0.96875
"402394",6,"site125",2011,49,144,1,58.25,0.875
"402417",5,"site125",2001,28,150,0,58.25,0.96875
"403678",12,"site126",2003,32,158,0,58.26,0.9625
"403794",11,"site126",2012,49,164,1,58.26,1
"403886",10,"site126",2007,36,160,0,58.26,0.9625
"403900",6,"site126",2004,33,164,0,58.26,0.9625
"404073",7,"site126",2000,29,160,0,58.26,0.96875
"404253",8,"site126",2002,31,159,0,58.26,0.96875
"404495",0,"site126",2009,64,151,1,58.26,0.9625
"405115",11,"site126",1999,28,163,1,58.26,0.96875
"405455",11,"site126",2001,30,161,0,58.26,0.96875
"405580",8,"site126",2006,35,160,0,58.26,0.9625
"406249",2,"site127",2006,66,149,1,58.48,1
"406475",2,"site127",2010,70,147,0,58.48,1
"406557",8,"site127",2002,NA,158,1,58.48,1
"407005",2,"site127",2012,72,152,0,58.48,1
"407256",5,"site127",2005,44,141,0,58.48,1
"407989",0,"site127",2009,69,153,0,58.48,1
"408077",1,"site127",2011,71,149,0,58.48,1
"408082",2,"site127",2007,67,154,0,58.48,1
"408207",1,"site127",2008,68,153,0,58.48,1
"408544",10,"site127",2003,42,137,1,58.48,1
"408677",4,"site127",2004,43,141,0,58.48,1
"409333",2,"site128",2003,50,162,0,58.49,1
"409431",3,"site128",2007,54,160,0,58.49,0.9875
"409466",4,"site128",2009,56,157,0,58.49,0.9875
"409930",3,"site128",2006,53,161,0,58.49,0.9875
"409993",5,"site128",2010,57,156,0,58.49,0.9875
"410269",3,"site128",2002,49,158,0,58.49,0.988636363636364
"410486",7,"site128",2005,52,159,0,58.49,0.9875
"410940",7,"site128",2000,47,155,1,58.49,0.988636363636364
"411086",4,"site128",2001,48,165,0,58.49,0.9875
"411213",6,"site128",2008,55,163,0,58.49,0.9875
"411440",6,"site128",2004,51,157,0,58.49,0.9875
"411552",0,"site128",2012,59,164,0,58.49,0.9875
"412342",2,"site128",2011,58,168,0,58.49,0.9875
"412803",0,"site129",2003,51,148,0,58.27,1
"412967",3,"site129",2008,47,151,0,58.27,1
"413163",2,"site129",2006,45,162,0,58.27,1
"413476",0,"site129",2011,50,153,0,58.27,1
"413593",3,"site129",2010,32,155,0,58.27,1
"413628",1,"site129",2009,31,151,1,58.27,1
"413795",2,"site129",2005,44,163,0,58.27,1
"414071",0,"site129",2012,51,163,0,58.27,1
"414437",0,"site129",2002,50,157,1,58.27,1
"414628",0,"site129",2004,43,162,1,58.27,1
"414954",1,"site129",2007,46,162,0,58.27,1
"416112",7,"site130",2011,41,151,1,58.49,1
"416182",8,"site130",2009,48,145,1,58.49,1
"416185",4,"site130",2003,67,141,1,58.49,1
"416701",1,"site130",2004,68,147,0,58.49,1
"416922",6,"site131",2011,23,164,0,58.27,1
"416997",2,"site131",2006,62,159,0,58.27,1
"417063",5,"site131",2002,58,158,1,58.27,1
"417216",9,"site131",2008,64,151,0,58.27,1
"417405",12,"site131",1999,58,152,0,58.27,1
"418537",8,"site131",2010,22,158,1,58.27,1
"419163",13,"site131",1998,57,160,1,58.27,1
"419276",11,"site131",2004,60,158,0,58.27,1
"419480",10,"site131",2003,59,158,0,58.27,1
"419765",12,"site132",2009,30,140,1,58.28,0.975
"419834",11,"site132",2011,32,139,0,58.28,1
"419970",3,"site132",2007,48,160,0,58.28,1
"420015",13,"site132",2003,45,163,0,58.28,1
"420162",6,"site132",2010,31,142,0,58.28,1
"420384",13,"site132",2006,47,161,0,58.28,1
"420730",26,"site132",2012,33,158,0,58.28,1
"421145",10,"site132",2002,43,160,1,58.28,0.997222222222222
"421478",17,"site132",2005,47,165,0,58.28,1
"421851",13,"site132",2004,46,164,0,58.28,1
"422945",0,"site133",2011,21,157,1,58.5,1
"422951",1,"site133",2004,64,149,0,58.5,1
"423348",3,"site133",2012,53,157,1,58.5,0.85
"423541",8,"site133",1999,36,150,1,58.5,0.985
"423902",3,"site133",2010,70,150,0,58.5,1
"424507",0,"site133",2003,63,157,0,58.5,1
"424789",5,"site133",2008,68,151,0,58.5,1
"424955",0,"site133",2009,69,149,0,58.5,1
"425013",3,"site133",2007,67,152,0,58.5,1
"425036",9,"site133",2000,37,147,0,58.5,0.985
"425213",2,"site133",2006,66,153,0,58.5,1
"425309",0,"site133",2002,62,148,1,58.5,0.985
"425704",5,"site133",2005,65,148,0,58.5,1
"425961",4,"site134",2011,58,156,0,58.5,0.1625
"426232",3,"site134",2007,54,156,0,58.5,0.1625
"426505",2,"site134",2010,57,158,0,58.5,0.1625
"426565",1,"site134",2002,49,157,0,58.5,0.1625
"427109",4,"site134",2005,52,159,0,58.5,0.1625
"427433",5,"site134",2000,47,161,0,58.5,0.1625
"427628",2,"site134",2006,53,153,0,58.5,0.1625
"427740",3,"site134",2003,50,157,0,58.5,0.1625
"427753",0,"site134",2001,48,160,0,58.5,0.1625
"428562",0,"site134",1999,46,154,1,58.5,0.1625
"428798",1,"site134",2009,56,156,0,58.5,0.1625
"428835",1,"site134",2004,51,152,0,58.5,0.1625
"429186",5,"site134",2012,59,159,0,58.5,0.1625
"429639",6,"site134",2008,55,156,0,58.5,0.1625
"429946",5,"site135",2003,63,152,0,58.28,0.975
"430424",6,"site135",1998,40,147,1,58.28,0.956944444444444
"430823",0,"site135",2011,67,152,0,58.28,0.9625
"431212",6,"site135",2000,60,141,0,58.28,0.956944444444444
"431490",4,"site135",2012,68,158,0,58.28,0.9625
"431883",4,"site135",1999,59,149,1,58.28,0.956944444444444
"431987",3,"site135",2010,66,157,1,58.28,0.975
"432461",4,"site135",2002,62,145,0,58.28,0.956944444444444
"432816",2,"site135",2004,64,148,0,58.28,0.975
"433068",2,"site135",2006,66,148,0,58.28,0.9375
"433082",7,"site135",2005,65,156,0,58.28,0.925
"433126",3,"site135",2008,68,144,0,58.28,0.9375
"433553",6,"site135",2007,67,153,0,58.28,0.9625
"433628",4,"site135",2001,61,159,0,58.28,0.956944444444444
"433822",11,"site136",2006,45,163,0,58.27,0.9375
"434100",13,"site136",2008,47,163,0,58.27,0.9375
"434132",17,"site136",2002,33,152,1,58.27,0.9515625
"434300",15,"site136",2012,37,156,1,58.27,0.9625
"434598",9,"site136",2007,46,164,0,58.27,0.9375
"435108",7,"site136",2004,43,160,1,58.27,0.95
"435518",6,"site136",2010,49,164,0,58.27,0.95
"435739",11,"site136",2005,44,162,0,58.27,0.9375
"435933",2,"site136",2000,44,152,1,58.27,0.9515625
"436221",27,"site136",2003,34,157,0,58.27,1
"436647",3,"site137",2011,62,133,0,58.5,0.95
"436754",6,"site137",2005,56,145,0,58.5,0.95
"436899",10,"site137",2012,63,139,0,58.5,0.95
"437453",16,"site137",2008,59,142,0,58.5,0.95
"437591",9,"site137",2001,52,142,0,58.5,0.95
"437803",12,"site137",2004,55,148,0,58.5,0.95
"438012",8,"site137",2003,54,145,0,58.5,0.95
"438422",19,"site137",2007,58,144,0,58.5,0.95
"438505",11,"site137",2006,57,146,0,58.5,0.95
"438506",5,"site137",2010,61,139,0,58.5,0.95
"438840",13,"site137",2002,53,140,0,58.5,0.95
"439828",13,"site137",2000,51,144,1,58.5,0.95
"439893",7,"site137",2009,60,140,0,58.5,0.95
"440195",4,"site138",2009,48,154,1,58.5,1
"440772",3,"site138",2005,36,148,1,58.5,0.9
"441065",5,"site138",2010,49,154,0,58.5,0.975
"441106",6,"site138",2012,51,162,0,58.5,1
"441610",6,"site138",2008,39,151,0,58.5,0.95
"441925",2,"site138",2002,30,164,1,58.5,0.946875
"442354",5,"site138",2007,38,153,0,58.5,0.975
"442629",4,"site138",2004,32,156,0,58.5,0.875
"442720",10,"site138",1999,38,152,1,58.5,0.946875
"442785",5,"site138",2006,37,156,0,58.5,0.9
"443110",0,"site139",2006,69,154,0,58.27,0.9125
"443388",0,"site139",2008,71,151,0,58.27,0.9625
"443569",1,"site139",2004,67,154,0,58.27,0.9375
"443611",0,"site139",2009,72,151,0,58.27,1
"443770",0,"site139",2003,66,150,0,58.27,0.9625
"444416",0,"site139",2002,65,153,1,58.27,0.958333333333333
"444466",1,"site139",2007,70,154,0,58.27,0.975
"444962",0,"site140",2010,54,150,0,58.5,0.9875
"445121",1,"site140",2009,53,144,0,58.5,0.975
"445570",2,"site140",2006,50,154,0,58.5,1
"445645",3,"site140",2001,45,146,0,58.5,0.990277777777778
"445938",5,"site140",2011,55,153,0,58.5,1
"446521",1,"site140",2003,47,148,0,58.5,1
"446952",1,"site140",2005,49,153,0,58.5,1
"446989",1,"site140",2002,46,148,0,58.5,0.990277777777778
"447017",1,"site140",2007,51,153,0,58.5,0.975
"447466",1,"site140",2000,44,143,1,58.5,0.990277777777778
"447712",1,"site140",2008,52,146,0,58.5,0.975
"448095",1,"site140",2004,48,149,0,58.5,1
"448347",4,"site141",2003,52,152,0,58.65,1
"448402",1,"site141",2000,49,145,0,58.65,1
"449341",3,"site141",2008,57,148,0,58.65,1
"449380",3,"site141",2006,55,152,0,58.65,1
"449599",4,"site141",2002,51,140,0,58.65,1
"450175",1,"site141",2011,60,153,0,58.65,1
"450260",1,"site141",2010,59,143,0,58.65,1
"450439",5,"site141",2005,54,158,0,58.65,1
"450817",2,"site141",2009,58,144,0,58.65,1
"450911",0,"site141",2001,50,142,0,58.65,1
"451094",3,"site141",2007,56,154,0,58.65,1
"451370",3,"site141",2012,61,145,0,58.65,1
"451633",4,"site141",1999,48,140,1,58.65,1
"451979",1,"site141",2004,53,151,0,58.65,1
"452078",4,"site142",2005,28,158,1,58.87,1
"452144",3,"site142",2004,49,149,1,58.87,1
"452206",6,"site142",2008,31,151,0,58.87,1
"452824",0,"site142",2007,30,153,0,58.87,1
"452891",0,"site142",2012,46,146,1,58.87,0.975
"452902",2,"site142",2009,32,149,0,58.87,1
"453835",1,"site142",2006,29,154,0,58.87,1
"454389",2,"site142",2011,34,162,0,58.87,1
"454469",2,"site142",2010,33,149,0,58.87,1
"454623",7,"site143",2010,59,140,0,58.66,1
"454732",1,"site143",2006,55,142,0,58.66,1
"455040",13,"site143",1998,47,143,0,58.66,1
"455341",5,"site143",2011,60,142,0,58.66,1
"456007",9,"site143",2009,58,138,0,58.66,1
"456242",9,"site143",2012,61,142,0,58.66,1
"456340",22,"site143",2001,50,144,0,58.66,1
"456423",25,"site143",1999,48,142,0,58.66,1
"456622",20,"site143",2002,51,143,0,58.66,1
"457070",14,"site143",2008,57,143,0,58.66,1
"457729",10,"site143",2004,53,142,0,58.66,1
"458253",19,"site143",2000,49,143,0,58.66,1
"458331",15,"site143",2005,54,149,0,58.66,1
"458585",17,"site143",2007,56,142,0,58.66,1
"459096",18,"site143",2003,52,141,0,58.66,1
"459807",18,"site144",2000,49,150,1,58.67,1
"459851",23,"site144",2002,51,143,0,58.67,1
"459904",5,"site144",2003,52,153,0,58.67,1
"460020",4,"site144",2012,57,159,1,58.67,1
"460380",19,"site144",2005,29,161,1,58.67,1
"460847",8,"site144",2009,55,145,1,58.67,1
"461079",2,"site145",2003,48,153,1,58.88,0.8125
"461254",0,"site145",2007,60,143,0,58.88,0.7875
"461859",5,"site145",2005,47,161,1,58.88,0.8
"461899",0,"site145",2010,63,143,0,58.88,0.7875
"462180",1,"site145",2008,61,151,0,58.88,0.7875
"462480",1,"site145",2006,59,140,1,58.88,0.8
"462844",2,"site146",2008,63,157,0,58.9,1
"462856",15,"site146",2004,59,156,0,58.9,1
"462863",13,"site146",2000,55,152,0,58.9,1
"463212",3,"site146",2011,66,150,0,58.9,1
"463433",18,"site146",1999,54,156,0,58.9,1
"463703",13,"site146",1998,53,157,0,58.9,1
"464024",15,"site146",2005,60,161,0,58.9,1
"464309",13,"site146",2003,58,151,0,58.9,1
"465050",5,"site146",2007,62,153,0,58.9,1
"465326",4,"site146",2002,57,151,0,58.9,1
"466213",4,"site146",2012,67,149,0,58.9,1
"466263",0,"site146",2010,65,156,0,58.9,1
"466576",8,"site146",2001,56,153,0,58.9,1
"466719",2,"site146",2009,64,148,0,58.9,1
"466975",0,"site146",2006,61,154,0,58.9,1
"467975",8,"site147",2004,36,142,1,58.91,0.6875
"468238",5,"site147",2009,59,148,1,58.91,0.6875
"468379",7,"site147",2003,67,140,0,58.91,0.6875
"468691",5,"site147",2011,61,158,0,58.91,0.6875
"468775",0,"site147",2010,60,145,0,58.91,0.6875
"468790",8,"site147",2012,62,151,0,58.91,0.6875
"468965",5,"site147",2002,66,135,1,58.91,0.689285714285714
"469530",1,"site147",2007,49,152,1,58.91,0.7
"469548",5,"site148",2004,43,143,0,58.71,0.9
"469909",10,"site148",2002,41,144,1,58.71,0.836111111111111
"469975",9,"site148",2005,44,148,0,58.71,0.8625
"470081",13,"site148",2007,46,153,0,58.71,0.8125
"470144",9,"site148",2003,42,148,0,58.71,0.8625
"470983",7,"site148",2006,45,154,0,58.71,0.8375
"472185",4,"site148",2010,49,141,0,58.71,0.8125
"472193",8,"site148",2008,47,145,0,58.71,0.8125
"472215",6,"site148",2009,48,142,0,58.71,0.8125
"472278",3,"site148",2011,50,154,0,58.71,0.8125
"472565",9,"site149",2003,48,148,1,58.72,1
"472799",8,"site149",2002,41,151,1,58.72,0.99375
"473294",16,"site149",2009,48,153,0,58.72,1
"473602",7,"site149",2004,49,150,0,58.72,1
"473615",9,"site149",2005,50,147,0,58.72,1
"473665",5,"site149",2010,49,153,0,58.72,0.95
"473670",7,"site149",2008,53,151,0,58.72,1
"473901",8,"site149",2007,52,153,0,58.72,1
"474119",11,"site149",2006,51,146,0,58.72,1
"474847",3,"site150",2010,47,156,0,58.72,1
"475248",3,"site150",2006,43,156,0,58.72,1
"475366",4,"site150",2009,46,143,0,58.72,1
"475561",9,"site150",2008,45,157,0,58.72,1
"476424",9,"site150",2004,41,157,1,58.72,1
"476548",6,"site150",2007,44,156,0,58.72,1
"476603",2,"site150",2012,49,146,0,58.72,1
"476641",7,"site150",2011,48,152,0,58.72,1
"477147",7,"site150",2003,45,145,1,58.72,0.9875
"477754",1,"site151",2002,71,164,0,58.95,1
"478058",15,"site151",2008,45,157,0,58.95,1
"478187",16,"site151",2012,34,157,0,58.95,1
"478462",5,"site151",2001,70,155,0,58.95,1
"478738",8,"site151",2011,33,141,0,58.95,1
"479571",4,"site151",1998,67,159,1,58.95,1
"479685",7,"site151",2010,32,156,0,58.95,1
"479972",6,"site151",2009,31,157,1,58.95,1
"480115",15,"site151",2007,44,156,0,58.95,1
"480407",5,"site151",1999,68,161,0,58.95,1
"480500",2,"site151",2006,43,160,1,58.95,1
"480609",3,"site151",2000,69,170,0,58.95,1
"481237",4,"site152",2004,44,157,0,58.72,1
"481868",15,"site152",2005,45,162,0,58.72,0.9875
"481872",2,"site152",2012,52,161,0,58.72,0.9875
"482569",2,"site152",2011,51,156,0,58.72,1
"482639",2,"site152",2006,46,161,0,58.72,0.9875
"483076",0,"site152",2008,48,157,0,58.72,0.9875
"483141",2,"site152",2010,50,168,0,58.72,1
"483357",3,"site152",2009,49,157,0,58.72,1
"483444",4,"site152",2007,47,160,0,58.72,0.9875
"483756",9,"site152",1998,40,155,1,58.72,0.99375
"483895",4,"site152",2002,42,160,1,58.72,0.99375
"483950",7,"site152",2003,43,158,0,58.72,1
"485171",7,"site153",2005,42,162,0,58.73,0.75
"485760",7,"site153",2008,45,159,0,58.73,0.75
"485906",2,"site153",2012,73,140,0,58.73,0.975
"486119",1,"site153",2011,72,139,0,58.73,0.9625
"486170",4,"site153",2009,70,140,1,58.73,0.9125
"486299",7,"site153",2006,43,161,0,58.73,0.75
"486319",1,"site153",2010,71,140,0,58.73,0.9875
"486727",12,"site153",2003,40,158,0,58.73,0.75
"486784",7,"site153",2007,44,156,0,58.73,0.75
"486845",9,"site153",2004,41,164,0,58.73,0.75
"486857",11,"site153",2002,39,152,1,58.73,0.83375
"487115",2,"site154",2001,69,161,0,58.95,0.972222222222222
"487551",1,"site154",2011,49,153,0,58.95,1
"488693",2,"site154",2012,50,155,0,58.95,0.975
"488705",4,"site154",2005,75,150,0,58.95,0.975
"489010",3,"site154",2010,48,153,1,58.95,1
"489020",2,"site154",2007,77,149,0,58.95,0.975
"489096",1,"site154",2006,76,151,0,58.95,0.9375
"489413",1,"site154",2000,68,143,1,58.95,0.972222222222222
"489512",2,"site154",2004,74,148,1,58.95,0.975
"489609",1,"site154",2002,70,161,0,58.95,0.972222222222222
"490007",1,"site154",2009,79,158,0,58.95,0.95
"490183",6,"site154",2008,78,154,0,58.95,0.9625
"491695",2,"site155",1998,67,161,0,58.95,1
"491810",2,"site155",2004,73,156,0,58.95,1
"491853",7,"site155",1999,68,160,0,58.95,1
"492417",8,"site155",2008,77,156,0,58.95,1
"493150",0,"site155",2002,71,148,0,58.95,1
"493225",0,"site155",2010,79,155,0,58.95,1
"493545",2,"site155",2009,78,154,0,58.95,1
"493676",3,"site155",2005,74,159,0,58.95,1
"493716",4,"site155",2000,69,161,0,58.95,1
"493986",0,"site155",2007,76,157,0,58.95,1
"494031",2,"site155",2001,70,157,0,58.95,1
"494416",0,"site155",2012,81,159,0,58.95,1
"494480",5,"site155",2006,75,160,0,58.95,1
"494705",0,"site155",2011,80,151,0,58.95,1
"495024",2,"site155",2003,72,160,0,58.95,1
"495201",6,"site156",2006,27,156,0,58.73,0.9125
"495497",5,"site156",2012,52,166,0,58.73,0.9375
"495585",5,"site156",2009,49,157,1,58.73,0.9
"495796",4,"site156",2011,51,163,0,58.73,0.9375
"496062",7,"site156",2002,41,156,1,58.73,0.90875
"496305",13,"site156",2005,26,144,0,58.73,0.9
"496339",10,"site156",2001,38,152,1,58.73,0.90875
"496422",1,"site156",2010,50,178,0,58.73,0.9
"497299",6,"site156",2008,29,145,0,58.73,0.9
"497346",7,"site156",2004,25,156,0,58.73,0.9
"497619",8,"site156",1998,40,154,1,58.73,0.90875
"498048",7,"site156",2007,28,146,0,58.73,0.9
"498486",17,"site156",2003,24,161,1,58.73,0.9
"499583",9,"site157",2005,59,164,0,58.72,1
"500114",2,"site157",2011,65,150,0,58.72,0.9625
"500227",4,"site157",2007,61,153,0,58.72,0.975
"500514",6,"site157",2003,57,143,0,58.72,0.95
"500650",4,"site157",2009,63,149,0,58.72,0.9625
"501128",13,"site157",1999,53,154,1,58.72,0.965
"501286",4,"site157",2000,54,154,0,58.72,0.965
"501357",10,"site157",1998,40,149,1,58.72,0.965
"501556",1,"site157",2008,62,151,0,58.72,0.975
"501578",6,"site157",2001,55,153,0,58.72,0.965
"501789",3,"site157",2010,64,149,0,58.72,0.9625
"502473",0,"site157",2012,66,145,0,58.72,0.9625
"502809",9,"site157",2004,58,151,0,58.72,0.95
"502813",3,"site157",2006,60,140,0,58.72,0.95
"502844",5,"site157",2002,56,151,0,58.72,0.965
"503082",7,"site158",2003,36,148,0,58.95,0.8125
"503106",9,"site158",2007,40,152,0,58.95,0.8
"504285",6,"site158",2010,43,155,0,58.95,0.8
"504570",0,"site158",2012,66,148,1,58.95,0.875
"504730",6,"site158",2006,39,146,0,58.95,0.8
"504940",9,"site158",2008,41,151,0,58.95,0.8
"505056",7,"site158",2009,42,149,0,58.95,0.8
"505233",5,"site158",2004,37,150,0,58.95,0.8
"505298",14,"site158",2005,38,160,0,58.95,0.8
"505364",3,"site158",2002,35,158,1,58.95,0.809722222222222
"506653",0,"site159",2006,56,159,0,58.95,0.8
"506913",0,"site159",2004,54,157,0,58.95,0.825
"507046",3,"site159",1999,49,155,0,58.95,0.81
