"","count","site","yr","observerAge","day","firstSurvey","latitude","lineCov"
"1280608",3,"site494",2003,31,159,1,64.52,0.9
"1280875",0,"site495",2008,36,156,1,64.51,0.7375
"1281584",0,"site495",2010,38,159,0,64.51,0.65
"1281586",0,"site495",2007,40,155,1,64.51,0.8
"1281813",0,"site495",2003,34,154,1,64.51,0.65
"1282074",0,"site496",2000,37,162,1,64.74,1
"1282084",0,"site496",2010,47,163,0,64.74,1
"1282353",0,"site496",2006,43,161,0,64.74,1
"1282551",0,"site496",2008,45,166,0,64.74,1
"1283035",5,"site496",2004,41,167,0,64.74,1
"1283482",0,"site496",2007,44,167,0,64.74,1
"1283740",0,"site496",2011,48,166,0,64.74,1
"1283875",0,"site496",2002,39,168,0,64.74,1
"1283961",26,"site496",2003,40,159,0,64.74,1
"1284203",0,"site496",2012,49,170,0,64.74,1
"1284629",2,"site496",2005,42,161,0,64.74,1
"1284738",0,"site496",2009,46,172,0,64.74,1
"1285287",0,"site497",2008,36,165,1,64.73,1
"1285367",0,"site497",2010,56,158,1,64.73,1
"1286077",0,"site497",2004,32,169,0,64.73,1
"1286268",0,"site497",2003,31,158,1,64.73,1
"1286897",0,"site498",1998,59,160,1,64.49,1
"1287431",0,"site498",2000,61,157,0,64.49,1
"1287528",0,"site498",1999,60,158,0,64.49,1
"1287751",0,"site498",2011,39,147,1,64.49,1
"1288144",0,"site498",2006,39,156,1,64.49,1
"1288147",2,"site498",2003,31,171,1,64.49,1
"1288391",0,"site498",2008,36,156,1,64.49,1
"1288522",0,"site498",2004,32,171,0,64.49,1
"1288836",2,"site499",2007,23,149,1,64.48,0.825
"1289203",1,"site499",2010,40,159,1,64.48,1
"1289211",2,"site499",2002,67,161,0,64.48,0.86875
"1289339",3,"site499",1999,65,169,0,64.48,0.86875
"1289413",6,"site499",2001,66,155,0,64.48,0.86875
"1290377",5,"site499",2009,37,152,1,64.48,0.8125
"1290749",2,"site499",2003,68,152,0,64.48,0.8375
"1290855",10,"site499",2000,66,169,0,64.48,0.86875
"1291083",3,"site499",1998,63,157,1,64.48,0.86875
"1291361",0,"site500",2000,61,156,0,64.72,1
"1291390",2,"site500",2008,36,162,1,64.72,1
"1291523",0,"site500",1999,60,159,1,64.72,1
"1292326",0,"site500",2002,63,153,0,64.72,1
"1292544",1,"site500",2011,39,170,1,64.72,1
"1292661",0,"site500",2003,64,159,0,64.72,1
"1293206",0,"site500",2001,62,157,0,64.72,1
"1293812",2,"site501",1998,57,156,0,64.7,1
"1293850",0,"site501",2002,63,154,1,64.7,1
"1293935",1,"site501",2006,52,158,1,64.7,1
"1294284",0,"site501",2008,36,144,1,64.7,1
"1294286",0,"site501",2011,39,158,1,64.7,1
"1294393",0,"site501",2003,64,152,0,64.7,1
"1295462",0,"site502",2011,39,152,1,64.46,0.875
"1295601",0,"site502",2006,70,161,1,64.46,0.8625
"1295666",0,"site502",2003,64,150,0,64.46,0.85
"1296126",0,"site502",1998,59,161,1,64.46,0.875
"1296284",3,"site502",2008,36,158,1,64.46,0.875
"1296356",0,"site502",2004,32,166,1,64.46,0.9125
"1296961",5,"site503",2008,36,155,1,64.68,0.225
"1297154",1,"site503",2012,58,161,0,64.68,0.2375
"1297821",4,"site503",2006,52,159,1,64.68,0.2375
"1297883",3,"site503",2010,56,159,0,64.68,0.2375
"1297915",5,"site503",2011,57,158,0,64.68,0.2375
"1298063",0,"site503",2005,38,151,1,64.68,0.2375
"1298542",1,"site503",2009,37,151,0,64.68,0.2125
"1299068",0,"site504",2012,20,186,1,65,1
"1299102",0,"site504",2008,62,172,1,65,1
"1299193",0,"site504",2003,49,172,1,65,1
"1299233",0,"site504",2007,23,167,1,65,1
"1299527",0,"site504",2010,64,171,0,65,1
"1299862",0,"site504",2004,50,177,0,65,0.9875
"1300542",0,"site504",2009,63,178,0,65,1
"1300896",0,"site504",2011,65,173,0,65,1
"1301478",0,"site505",2011,29,164,0,65.22,1
"1301947",0,"site505",2008,50,181,1,65.22,0.9
"1302010",0,"site505",2009,42,175,0,65.22,0.8875
"1302078",0,"site505",2006,39,178,1,65.22,0.8875
"1302111",0,"site505",2010,28,176,1,65.22,1
"1302538",0,"site505",2012,30,166,0,65.22,1
"1302890",0,"site506",2011,62,173,0,65,0.9875
"1303073",0,"site506",2001,65,167,1,65,0.99375
"1303185",0,"site506",2006,57,180,0,65,0.9875
"1303707",0,"site506",2005,56,171,1,65,1
"1303866",0,"site506",2007,59,168,1,65,1
"1304155",0,"site506",2010,61,166,0,65,0.9875
"1304159",0,"site506",2012,63,171,0,65,0.9875
"1304476",0,"site506",2009,61,174,0,65,1
"1304748",0,"site506",2008,60,167,0,65,1
"1305290",2,"site507",2012,64,169,0,65.01,0.9875
"1305483",0,"site507",2010,28,178,1,65.01,0.9375
"1305655",4,"site507",2009,61,173,0,65.01,0.9875
"1305913",0,"site507",2002,68,178,0,65.01,0.975
"1306610",0,"site507",1999,65,180,1,65.01,0.975
"1306726",0,"site507",2000,66,183,0,65.01,0.975
"1307046",7,"site507",2008,60,166,1,65.01,0.9875
"1307081",0,"site507",2001,67,183,0,65.01,0.975
"1307585",0,"site508",2008,50,180,1,65.23,0.3625
"1307635",0,"site508",2012,30,175,0,65.23,0.35
"1307673",0,"site508",2007,58,168,1,65.23,0.375
"1307675",0,"site508",2011,29,151,0,65.23,0.35
"1308793",0,"site508",2009,42,176,0,65.23,0.3625
"1308978",0,"site508",2010,28,165,1,65.23,0.35
"1309101",0,"site508",2004,37,173,1,65.23,0.3625
"1309515",0,"site509",2010,28,177,1,65.23,1
"1309878",0,"site509",2001,67,185,0,65.23,0.9675
"1310157",0,"site509",2009,55,160,1,65.23,0.975
"1310231",0,"site509",1999,65,181,1,65.23,0.9675
"1310329",0,"site509",2000,66,185,0,65.23,0.9675
"1311115",0,"site509",2011,29,162,0,65.23,1
"1311471",0,"site509",2005,38,165,1,65.23,0.9875
"1311690",0,"site509",2012,30,171,0,65.23,0.875
"1311745",0,"site509",2002,68,180,0,65.23,0.9675
"1312248",0,"site510",2000,51,172,0,65.01,1
"1312457",0,"site510",1999,50,165,1,65.01,1
"1312774",0,"site510",2012,63,165,0,65.01,1
"1313102",0,"site510",2005,38,160,1,65.01,1
"1313167",0,"site510",2008,50,178,1,65.01,1
"1313282",0,"site511",2007,58,167,1,65,1
"1313467",0,"site511",2002,42,165,1,65,1
"1313699",0,"site511",2009,37,167,0,65,1
"1314146",0,"site511",2008,36,171,1,65,1
"1314549",0,"site512",2008,50,179,1,65.23,1
"1315215",2,"site512",2012,46,170,1,65.23,1
"1315360",0,"site512",2000,51,171,1,65.23,1
"1315428",0,"site512",2009,55,161,1,65.23,1
"1315712",0,"site513",2008,74,165,1,65.23,1
"1315787",0,"site513",2001,64,162,1,65.23,0.991666666666667
"1316139",0,"site513",2010,38,187,1,65.23,1
"1316500",0,"site513",2004,47,167,1,65.23,0.975
"1316991",0,"site514",2010,38,174,1,65,1
"1317083",0,"site514",1999,41,165,1,65,1
"1317094",0,"site514",2006,39,170,1,65,1
"1317454",0,"site515",2000,45,161,1,65,1
"1317494",0,"site515",2011,39,159,1,65,1
"1317648",2,"site515",2008,74,164,1,65,1
"1318083",0,"site515",1999,39,161,1,65,1
"1318328",0,"site515",2004,37,160,1,65,1
"1319151",0,"site516",2003,36,166,1,65.22,1
"1319371",1,"site516",2012,46,171,1,65.22,1
"1319430",0,"site516",2008,36,175,1,65.22,1
"1319766",0,"site516",2009,37,159,0,65.22,1
"1319824",0,"site516",2001,41,163,1,65.22,1
"1320488",0,"site517",2012,56,162,0,65.22,0.75
"1320647",0,"site517",2001,45,162,0,65.22,0.748214285714286
"1320679",0,"site517",2000,44,162,0,65.22,0.748214285714286
"1320803",0,"site517",2002,46,161,0,65.22,0.748214285714286
"1321181",1,"site517",2011,55,156,0,65.22,0.75
"1321265",0,"site517",2004,48,164,0,65.22,0.75
"1321470",0,"site517",2003,47,170,0,65.22,0.7375
"1321993",0,"site517",2010,54,156,0,65.22,0.75
"1322612",0,"site517",1999,43,175,1,65.22,0.748214285714286
"1322614",0,"site517",2007,51,156,0,65.22,0.75
"1322900",0,"site517",2009,53,150,0,65.22,0.75
"1323597",0,"site518",2008,74,162,1,64.99,1
"1323762",0,"site518",1999,41,164,1,64.99,1
"1324242",0,"site518",2012,22,170,1,64.99,1
"1324582",0,"site518",2007,40,161,1,64.99,1
"1324642",0,"site518",2010,38,173,1,64.99,1
"1324717",0,"site519",2011,39,171,0,64.98,0.9625
"1324909",0,"site519",2004,37,158,1,64.98,0.975
"1325274",0,"site519",2008,36,169,1,64.98,0.975
"1325313",0,"site519",2005,38,158,0,64.98,0.975
"1325811",0,"site520",2004,37,159,1,65.21,0.9
"1325877",0,"site520",2009,37,158,1,65.21,0.9
"1326290",0,"site520",2007,40,162,0,65.21,0.8875
"1326827",0,"site520",2012,44,170,1,65.21,0.925
"1327029",0,"site521",2007,40,165,1,65.2,0.8
"1327323",2,"site521",2012,40,169,1,65.2,0.7125
"1327395",1,"site521",2008,36,176,1,65.2,0.6875
"1327504",0,"site521",2002,47,164,1,65.2,0.733333333333333
"1328445",0,"site522",2008,36,164,1,64.97,0.8875
"1328627",0,"site522",2001,61,157,0,64.97,0.9075
"1328912",0,"site522",2005,65,159,0,64.97,1
"1328950",0,"site522",2009,37,171,0,64.97,0.8875
"1329045",0,"site522",2002,62,168,0,64.97,0.9075
"1329334",0,"site522",2000,60,158,1,64.97,0.9075
"1329518",0,"site522",2003,63,167,0,64.97,0.875
"1329851",0,"site522",2010,38,175,0,64.97,0.8875
"1330280",0,"site523",2004,47,181,1,64.95,0.825
"1330669",0,"site523",2012,40,164,1,64.95,0.825
"1331159",0,"site523",2008,36,173,1,64.95,0.8125
"1331248",0,"site523",2006,39,159,1,64.95,0.8125
"1331641",0,"site524",2008,36,170,1,65.19,1
"1331712",1,"site524",2010,56,157,0,65.19,1
"1331780",2,"site524",2012,58,158,0,65.19,1
"1332288",0,"site524",2003,48,163,1,65.19,1
"1332625",0,"site524",2006,52,157,1,65.19,1
"1333245",0,"site525",2005,38,153,1,65.18,1
"1333292",0,"site525",2007,41,160,1,65.18,1
"1333639",0,"site525",2011,39,167,1,65.18,1
"1333791",0,"site525",2008,36,172,1,65.18,1
"1334377",0,"site526",1999,53,162,0,64.94,1
"1334487",1,"site526",2003,57,165,0,64.94,1
"1335131",0,"site526",2012,40,162,1,64.94,1
"1335596",6,"site526",2009,75,162,1,64.94,1
"1335682",0,"site526",2002,56,165,0,64.94,1
"1335833",0,"site526",2000,54,161,0,64.94,1
"1336148",1,"site526",1998,52,156,0,64.94,1
"1336970",0,"site526",2001,55,168,0,64.94,1
"1337154",0,"site526",2004,58,151,0,64.94,1
"1337495",0,"site527",2006,39,157,1,64.92,1
"1337678",0,"site527",2008,36,161,1,64.92,1
"1338026",0,"site527",2011,57,159,1,64.92,1
"1339092",0,"site528",2007,40,158,1,65.16,1
"1339228",0,"site528",2004,47,180,1,65.16,1
"1339377",0,"site528",2012,40,179,1,65.16,1
"1339558",0,"site528",2009,43,167,1,65.16,1
"1339714",0,"site529",2003,31,154,1,65.15,1
"1339860",1,"site529",2005,38,152,1,65.15,1
"1340098",0,"site529",2008,36,154,1,65.15,1
"1340708",0,"site529",2011,39,165,1,65.15,1
"1340800",0,"site530",2008,44,187,1,65.13,1
"1340854",0,"site530",2010,57,151,1,65.13,1
"1341176",0,"site530",2004,53,156,1,65.13,1
"1342054",1,"site530",2005,40,145,1,65.13,1
"1342061",0,"site530",2007,73,150,1,65.13,1
"1342421",0,"site531",2010,28,181,1,65.45,1
"1342491",0,"site531",2005,38,166,1,65.45,1
"1342577",0,"site531",2011,29,163,0,65.45,1
"1343128",0,"site531",2002,68,182,0,65.45,1
"1343256",0,"site531",2012,30,177,0,65.45,1
"1343464",0,"site531",2008,45,180,1,65.45,1
"1343529",0,"site531",2009,42,167,0,65.45,1
"1343691",0,"site531",2001,67,187,1,65.45,1
"1344413",0,"site532",2008,45,183,1,65.45,1
"1345123",0,"site532",2009,42,166,0,65.45,1
"1345217",0,"site532",2010,28,168,1,65.45,1
"1345451",0,"site532",2011,29,168,0,65.45,1
"1345458",0,"site532",2001,41,170,1,65.45,1
"1345513",0,"site532",2007,70,164,1,65.45,1
"1346265",0,"site532",2003,36,174,1,65.45,1
"1346635",0,"site533",2007,46,174,1,65.68,1
"1347361",0,"site533",2010,27,178,1,65.68,1
"1347582",0,"site533",2012,30,176,0,65.68,1
"1347652",0,"site533",2011,29,170,1,65.68,1
"1347759",0,"site533",2008,42,177,1,65.68,1
"1348021",0,"site533",2009,37,174,1,65.68,1
"1348084",0,"site533",2005,47,182,1,65.68,1
"1348307",0,"site534",2012,30,173,0,65.68,0.8
"1348537",0,"site534",2008,42,175,1,65.68,0.8
"1348847",0,"site534",2001,64,163,1,65.68,0.808928571428571
"1349289",0,"site534",1999,39,173,1,65.68,0.808928571428571
"1349340",0,"site534",2011,29,167,0,65.68,0.8125
"1349539",0,"site534",2010,28,164,1,65.68,0.825
"1349589",0,"site534",2009,42,162,0,65.68,0.8125
"1349777",0,"site534",2003,36,175,1,65.68,0.8125
"1350728",0,"site534",2006,30,166,1,65.68,0.8
"1351183",2,"site535",2009,42,160,0,65.45,0.45
"1351375",0,"site535",2012,46,169,1,65.45,0.4875
"1351418",1,"site535",2004,37,174,1,65.45,0.4
"1351437",0,"site535",2006,39,171,0,65.45,0.3875
"1351693",0,"site535",2008,36,174,1,65.45,0.4875
"1352807",0,"site536",2006,30,167,1,65.45,0.9
"1352894",0,"site536",2000,63,168,1,65.45,0.9
"1353093",0,"site536",2009,43,166,1,65.45,0.85
"1353264",0,"site536",2012,44,171,1,65.45,0.95
"1353483",0,"site537",2002,65,173,1,65.68,1
"1353633",0,"site537",2006,30,169,1,65.68,1
"1353989",0,"site537",2009,37,173,1,65.68,1
"1354507",0,"site538",2006,68,167,1,65.68,1
"1354861",0,"site538",2009,43,168,1,65.68,1
"1354947",0,"site538",2012,30,168,1,65.68,0.9875
"1355113",0,"site538",2004,46,175,1,65.68,1
"1355767",0,"site539",2007,51,160,1,65.45,1
"1356426",0,"site539",2006,30,171,1,65.45,0.95
"1356644",0,"site539",2012,22,171,1,65.45,1
"1356785",0,"site539",1999,41,166,1,65.45,0.9875
"1356814",6,"site539",2009,53,156,0,65.45,1
"1356982",0,"site540",2000,44,163,0,65.44,0.63125
"1357224",0,"site540",2009,75,153,1,65.44,0.675
"1357526",0,"site540",1999,43,176,1,65.44,0.63125
"1357933",0,"site540",2001,45,159,0,65.44,0.63125
"1358082",0,"site540",2004,48,168,0,65.44,0.625
"1358177",0,"site540",2002,46,159,0,65.44,0.63125
"1358754",0,"site540",2006,30,172,1,65.44,0.6
"1358832",0,"site540",2003,47,159,0,65.44,0.625
"1359411",0,"site541",2007,40,164,1,65.67,0.85
"1359690",0,"site541",2009,43,169,1,65.67,0.8875
"1360136",0,"site542",2004,70,162,1,65.67,1
"1360173",1,"site542",2010,76,158,0,65.67,1
"1360694",0,"site542",2006,70,168,1,65.67,1
"1360979",0,"site542",2007,69,161,1,65.67,1
"1361375",4,"site543",2009,55,162,0,65.44,0.925
"1362255",0,"site543",1999,41,167,1,65.44,0.925
"1362258",1,"site543",2011,57,163,0,65.44,0.925
"1362431",0,"site543",2007,53,166,1,65.44,0.925
"1362603",1,"site543",2005,48,165,1,65.44,0.925
"1363061",0,"site544",2003,45,173,0,65.43,1
"1363662",0,"site544",2010,49,168,1,65.43,1
"1363840",0,"site544",2002,44,166,1,65.43,0.953125
"1363854",0,"site544",2009,43,177,1,65.43,1
"1364114",2,"site544",2006,53,163,1,65.43,0.8125
"1364801",0,"site545",2008,74,166,1,65.66,0.7375
"1364876",0,"site545",2012,58,160,0,65.66,0.8
"1364947",0,"site545",2010,44,172,1,65.66,0.8375
"1365232",0,"site545",2007,53,164,0,65.66,0.8375
"1365372",0,"site545",2001,47,166,1,65.66,0.7975
"1365639",0,"site545",2006,70,164,1,65.66,0.775
"1365936",3,"site546",2001,47,167,1,65.65,1
"1366152",1,"site546",2010,42,168,1,65.65,1
"1366348",2,"site546",2009,55,163,0,65.65,1
"1366442",0,"site546",2006,53,164,1,65.65,1
"1366550",2,"site546",2008,36,156,1,65.65,1
"1367266",0,"site547",2010,57,154,1,65.41,1
"1367353",0,"site547",2007,41,161,1,65.41,1
"1367438",0,"site547",1999,41,168,1,65.41,1
"1368274",0,"site547",2009,43,173,0,65.41,1
"1368800",0,"site547",2006,53,166,1,65.41,1
"1368812",0,"site547",2008,42,167,0,65.41,1
"1368920",0,"site548",2004,70,154,1,65.4,1
"1368962",0,"site548",2008,42,164,0,65.4,1
"1369175",0,"site548",2009,43,166,0,65.4,1
"1369386",0,"site548",2001,43,165,1,65.4,1
"1369943",0,"site548",2012,32,160,1,65.4,1
"1370322",0,"site548",2007,41,158,1,65.4,1
"1370585",0,"site549",2012,32,162,1,65.64,0.4375
"1370990",1,"site549",2007,41,156,1,65.64,1
"1371084",0,"site549",2002,25,165,1,65.64,0.853125
"1371453",0,"site549",2010,42,167,1,65.64,1
"1371477",0,"site549",2009,56,153,1,65.64,0.975
"1372101",1,"site550",2006,70,163,1,65.63,0.6
"1372324",0,"site550",2010,49,167,1,65.63,0.6125
"1372386",0,"site550",2012,31,162,1,65.63,0.55
"1372450",0,"site550",2002,25,160,1,65.63,0.5725
"1372496",0,"site550",2008,36,157,0,65.63,0.575
"1372707",0,"site550",2007,35,167,1,65.63,0.525
"1373623",0,"site551",2000,42,166,1,65.39,0.991666666666667
"1373727",0,"site551",2012,31,160,1,65.39,0.975
"1374354",0,"site551",2008,42,160,0,65.39,1
"1374819",1,"site551",2009,43,159,0,65.39,1
"1374872",0,"site551",2007,41,151,1,65.39,1
"1375302",3,"site551",2006,72,158,1,65.39,0.975
"1375365",1,"site551",2010,76,145,0,65.39,1
"1375688",0,"site552",2010,57,149,1,65.37,1
"1375793",0,"site552",2009,43,152,1,65.37,1
"1375861",0,"site552",2005,40,144,1,65.37,1
"1376525",0,"site552",2011,57,160,1,65.37,1
"1376912",0,"site552",2002,25,156,1,65.37,1
"1377222",0,"site553",2006,72,159,1,65.61,1
"1377331",0,"site553",2001,43,166,1,65.61,1
"1377412",0,"site553",2010,76,146,0,65.61,1
"1377597",0,"site553",2007,73,152,0,65.61,1
"1378172",0,"site553",2008,42,156,1,65.61,1
"1378704",0,"site554",2010,20,163,1,65.59,1
"1379001",0,"site554",2006,70,162,1,65.59,1
"1379047",0,"site554",2009,56,152,1,65.59,1
"1379048",0,"site554",2008,36,149,1,65.59,1
"1379218",0,"site554",2002,25,154,1,65.59,1
"1379820",7,"site555",2012,40,152,0,65.35,0.875
"1380198",15,"site555",2004,53,157,1,65.35,0.925
"1380299",15,"site555",2002,25,157,1,65.35,0.875
"1380359",5,"site555",2010,38,153,0,65.35,0.8375
"1380803",8,"site555",2008,36,154,0,65.35,0.8625
"1381096",9,"site555",2007,35,152,1,65.35,0.8875
"1381384",8,"site555",2009,37,144,0,65.35,0.8625
"1382027",0,"site556",1998,33,159,1,65.57,1
"1382316",1,"site556",2002,25,158,1,65.57,1
"1382376",0,"site556",2010,38,163,1,65.57,1
"1382423",3,"site556",2008,19,164,1,65.57,1
"1382518",0,"site556",2007,47,152,1,65.57,1
"1382614",1,"site556",2012,31,159,1,65.57,1
"1383561",1,"site556",2005,40,159,0,65.57,1
"1383858",0,"site557",2012,52,159,0,65.55,0.95
"1383930",0,"site557",2003,50,143,1,65.55,0.9
"1384384",3,"site557",2004,51,149,0,65.55,0.9
"1384620",1,"site557",2009,49,150,1,65.55,0.95
"1385146",0,"site557",2007,44,157,1,65.55,0.8875
"1385203",0,"site557",2005,52,148,0,65.55,0.9
"1385615",6,"site557",2006,53,149,0,65.55,0.9
"1385671",0,"site557",2011,51,154,0,65.55,0.9375
"1385802",2,"site557",2008,36,147,1,65.55,0.9125
"1385936",1,"site557",2010,50,155,0,65.55,0.975
"1386506",1,"site558",2005,52,154,1,65.53,0.375
"1386935",0,"site558",2008,55,159,0,65.53,0.375
"1387030",0,"site558",2011,58,159,0,65.53,0.375
"1387365",1,"site558",2010,57,160,0,65.53,0.375
"1387799",0,"site558",2009,56,160,0,65.53,0.375
"1387832",0,"site558",2006,53,161,0,65.53,0.375
"1388394",0,"site559",2007,46,176,1,65.9,0.6875
"1388824",0,"site559",2005,47,183,1,65.9,0.6875
"1388881",0,"site559",2009,42,168,1,65.9,0.6875
"1389079",0,"site559",2008,23,167,1,65.9,0.7125
"1389166",0,"site559",2010,38,183,1,65.9,1
"1389892",0,"site560",2011,29,174,1,65.9,0.75
"1390372",2,"site560",2010,41,179,1,65.9,1
"1390424",0,"site560",2003,40,166,1,65.9,0.825
"1390539",0,"site560",2012,30,176,1,65.9,0.625
"1390697",0,"site561",2003,36,176,1,66.13,0.95
"1390725",0,"site561",2007,39,174,1,66.13,1
"1390761",0,"site561",2009,37,175,1,66.13,1
"1391052",0,"site561",2010,38,182,0,66.13,1
"1391579",0,"site561",2008,23,166,1,66.13,1
"1391838",0,"site561",1998,52,191,1,66.13,0.99
"1392688",0,"site562",2007,39,175,1,66.13,0.975
"1392824",1,"site562",2002,35,186,1,66.13,0.989583333333333
"1392942",0,"site562",2005,38,171,1,66.13,0.9625
"1393020",0,"site562",2010,28,182,1,66.13,1
"1393163",0,"site562",2012,45,176,0,66.13,1
"1393508",0,"site562",2008,26,180,1,66.13,1
"1393927",0,"site562",2011,29,173,0,66.13,1
"1394261",0,"site563",2002,65,175,0,65.9,1
"1394489",0,"site563",2000,63,172,1,65.9,1
"1395754",0,"site563",2004,67,175,0,65.9,1
"1395838",0,"site563",2010,47,171,0,65.9,1
"1395856",0,"site563",2001,64,179,0,65.9,1
"1395874",0,"site563",2005,68,176,0,65.9,1
"1396127",0,"site563",2009,46,169,1,65.9,1
"1396318",0,"site563",2012,49,173,0,65.9,1
"1396453",0,"site563",2011,48,167,0,65.9,1
"1396909",0,"site564",2010,28,171,0,65.9,1
"1397389",0,"site564",2008,26,168,1,65.9,1
"1397526",0,"site564",2004,37,168,1,65.9,0.8625
"1397854",0,"site564",2001,64,169,1,65.9,0.930357142857143
"1398012",0,"site564",2012,58,172,1,65.9,0.8375
"1398360",0,"site564",2007,31,168,1,65.9,0.875
"1398372",0,"site564",2011,29,179,0,65.9,1
"1398807",0,"site564",2009,43,172,1,65.9,0.9375
"1399017",0,"site565",2009,43,171,1,66.13,1
"1399389",0,"site565",2008,26,169,1,66.13,1
"1399468",0,"site565",2007,46,178,1,66.13,0.975
"1399760",0,"site565",2003,36,168,1,66.13,0.975
"1400356",0,"site565",2012,45,169,0,66.13,0.9875
"1400395",0,"site565",2011,48,175,1,66.13,0.975
"1400927",0,"site566",2005,68,179,1,66.13,1
"1401025",0,"site566",2012,51,169,1,66.13,1
"1401493",0,"site566",2008,44,178,1,66.13,1
"1401622",0,"site566",2007,39,179,1,66.13,1
"1402267",0,"site567",2008,44,180,1,65.9,1
"1402662",0,"site567",2002,25,170,1,65.9,1
"1402804",0,"site567",2009,75,161,1,65.9,1
"1403153",0,"site567",2011,53,179,0,65.9,1
"1403332",0,"site567",1999,41,173,1,65.9,1
"1403478",0,"site567",2006,70,165,1,65.9,1
"1403729",0,"site568",2012,54,179,0,65.89,0.7125
"1403809",0,"site568",2008,74,169,1,65.89,0.625
"1404161",0,"site568",2002,44,167,1,65.89,0.6675
"1404330",0,"site568",2010,76,156,0,65.89,0.625
"1404475",0,"site568",2009,51,175,0,65.89,0.6875
"1405417",1,"site568",2007,53,165,1,65.89,0.6875
"1405597",0,"site569",2008,74,168,1,66.12,0.8875
"1406305",0,"site569",2009,51,176,1,66.12,0.9125
"1406542",4,"site569",2010,38,171,1,66.12,0.9125
"1406761",3,"site569",2004,47,184,1,66.12,0.9125
"1406812",0,"site569",2002,25,169,1,66.12,0.915
"1407429",0,"site569",2012,31,166,1,66.12,0.95
"1407629",0,"site570",2012,32,164,1,66.12,0.65
"1407649",0,"site570",2008,36,163,1,66.12,0.575
"1407660",2,"site570",2009,56,155,1,66.12,0.5875
"1407910",0,"site570",2000,42,186,1,66.12,0.6075
"1408255",0,"site570",2010,20,171,1,66.12,0.6125
"1408285",3,"site570",2004,47,183,1,66.12,0.6125
"1410075",1,"site571",1999,41,175,1,65.88,1
"1410238",0,"site571",2005,40,158,1,65.88,1
"1410415",0,"site571",2011,53,178,0,65.88,1
"1410445",0,"site571",2012,54,180,0,65.88,1
"1410452",2,"site571",2008,36,164,1,65.88,1
"1410569",0,"site571",2006,70,170,1,65.88,1
"1411364",0,"site572",2011,57,161,0,65.87,0.525
"1411456",0,"site572",2007,53,163,1,65.87,0.5375
"1411803",0,"site572",2004,70,161,1,65.87,0.4875
"1412097",0,"site572",2008,44,184,1,65.87,0.55
"1412179",0,"site572",2010,56,154,0,65.87,0.525
"1412376",0,"site573",2010,57,174,1,66.11,0.9625
"1412730",0,"site573",2005,40,157,1,66.11,0.85
"1413057",0,"site573",2012,31,164,1,66.11,0.975
"1413282",0,"site573",2008,44,182,1,66.11,0.9
"1413483",0,"site573",2000,42,184,1,66.11,0.921875
"1413998",0,"site574",2008,74,167,1,66.1,0.8625
"1414119",0,"site574",2004,47,182,1,66.1,0.8375
"1414380",0,"site574",2009,56,159,1,66.1,0.8625
"1414537",0,"site574",2010,57,182,0,66.1,0.8625
"1415081",0,"site575",2006,53,170,1,65.86,0.9125
"1415281",0,"site575",2010,76,155,0,65.86,0.95
"1415530",0,"site575",2008,41,173,1,65.86,0.9125
"1415613",0,"site575",1999,41,169,1,65.86,0.9125
"1415666",0,"site575",2004,70,159,1,65.86,0.875
"1416224",0,"site576",2000,42,168,1,65.85,1
"1416240",0,"site576",2010,49,169,1,65.85,1
"1416442",2,"site576",2008,64,174,1,65.85,1
"1416957",0,"site576",2005,40,170,1,65.85,1
"1417304",0,"site576",2012,32,161,1,65.85,1
"1417696",0,"site577",2008,44,185,1,66.09,0.975
"1417719",0,"site577",2004,70,158,1,66.09,1
"1418117",0,"site577",2010,56,155,1,66.09,0.975
"1418183",0,"site577",2012,58,162,0,66.09,1
"1418807",0,"site577",2000,42,169,1,66.09,0.9875
"1419107",0,"site578",2000,42,170,1,66.07,0.95
"1419535",0,"site578",2010,57,152,1,66.07,1
"1419590",0,"site578",2007,49,173,0,66.07,0.925
"1419742",0,"site578",2008,44,186,1,66.07,0.925
"1420154",2,"site579",2000,42,167,1,65.83,0.825
"1420574",3,"site579",2010,42,169,1,65.83,0.825
"1420805",1,"site579",2008,52,167,1,65.83,0.8125
"1420815",2,"site579",2012,31,161,1,65.83,0.8375
"1421034",3,"site579",2006,72,160,1,65.83,0.825
"1421611",4,"site579",2003,50,160,1,65.83,0.825
"1421789",0,"site580",2010,21,157,0,65.82,1
"1422140",0,"site580",2002,25,155,1,65.82,1
"1422204",5,"site580",2008,19,168,1,65.82,1
"1422553",0,"site580",2007,73,153,0,65.82,1
"1423011",2,"site580",2005,71,160,1,65.82,1
"1423361",0,"site581",2010,56,156,1,66.06,1
"1423592",0,"site581",2005,45,154,1,66.06,1
"1423750",0,"site581",2004,47,172,1,66.06,1
"1424381",0,"site581",2012,58,165,0,66.06,1
"1424453",1,"site581",2001,43,167,1,66.06,1
"1424729",1,"site582",2002,25,159,1,66.04,0.8975
"1424815",4,"site582",2003,50,151,1,66.04,0.9
"1425303",1,"site582",2010,21,158,1,66.04,0.9
"1425441",5,"site582",2006,72,161,1,66.04,0.9
"1425604",0,"site582",2012,32,157,1,66.04,0.9
"1425891",2,"site582",2008,57,167,1,66.04,0.8875
"1426218",2,"site583",2012,32,158,1,65.8,0.9875
"1426224",1,"site583",2004,39,157,0,65.8,1
"1426230",1,"site583",2009,44,156,0,65.8,1
