"","count","site","yr","observerAge","day","firstSurvey","latitude","lineCov"
"433335",2,"site135",2012,68,158,0,58.28,0.9625
"434011",3,"site136",2004,43,160,1,58.27,0.95
"434394",0,"site136",2008,47,163,0,58.27,0.9375
"434873",1,"site136",2002,33,152,1,58.27,0.9515625
"435025",5,"site136",2007,46,164,0,58.27,0.9375
"435135",1,"site136",2000,44,152,1,58.27,0.9515625
"435502",0,"site136",2010,49,164,0,58.27,0.95
"435555",2,"site136",2005,44,162,0,58.27,0.9375
"435838",2,"site136",2012,37,156,1,58.27,0.9625
"436092",4,"site136",2003,34,157,0,58.27,1
"436262",4,"site136",2006,45,163,0,58.27,0.9375
"436794",8,"site137",2000,51,144,1,58.5,0.95
"437259",8,"site137",2012,63,139,0,58.5,0.95
"437339",6,"site137",2009,60,140,0,58.5,0.95
"438198",7,"site137",2007,58,144,0,58.5,0.95
"438455",6,"site137",2011,62,133,0,58.5,0.95
"438566",13,"site137",2004,55,148,0,58.5,0.95
"438902",6,"site137",2002,53,140,0,58.5,0.95
"439065",5,"site137",2003,54,145,0,58.5,0.95
"439609",14,"site137",2001,52,142,0,58.5,0.95
"439751",6,"site137",2006,57,146,0,58.5,0.95
"439804",10,"site137",2010,61,139,0,58.5,0.95
"439855",17,"site137",2008,59,142,0,58.5,0.95
"439927",8,"site137",2005,56,145,0,58.5,0.95
"440078",6,"site138",2006,37,156,0,58.5,0.9
"440137",5,"site138",2010,49,154,0,58.5,0.975
"440236",4,"site138",2012,51,162,0,58.5,1
"440517",19,"site138",2007,38,153,0,58.5,0.975
"441042",10,"site138",2005,36,148,1,58.5,0.9
"441488",7,"site138",2004,32,156,0,58.5,0.875
"441500",6,"site138",2009,48,154,1,58.5,1
"441759",9,"site138",2008,39,151,0,58.5,0.95
"442147",2,"site138",1999,38,152,1,58.5,0.946875
"442550",8,"site138",2002,30,164,1,58.5,0.946875
"442929",3,"site139",2008,71,151,0,58.27,0.9625
"442941",4,"site139",2009,72,151,0,58.27,1
"443127",9,"site139",2004,67,154,0,58.27,0.9375
"443232",1,"site139",2003,66,150,0,58.27,0.9625
"444593",4,"site139",2007,70,154,0,58.27,0.975
"444646",13,"site139",2006,69,154,0,58.27,0.9125
"444732",3,"site139",2002,65,153,1,58.27,0.958333333333333
"444856",13,"site140",2002,46,148,0,58.5,0.990277777777778
"444917",8,"site140",2003,47,148,0,58.5,1
"444978",16,"site140",2004,48,149,0,58.5,1
"445285",1,"site140",2007,51,153,0,58.5,0.975
"445349",5,"site140",2011,55,153,0,58.5,1
"445369",14,"site140",2001,45,146,0,58.5,0.990277777777778
"445537",6,"site140",2005,49,153,0,58.5,1
"446123",8,"site140",2006,50,154,0,58.5,1
"447068",2,"site140",2010,54,150,0,58.5,0.9875
"447316",2,"site140",2009,53,144,0,58.5,0.975
"448115",3,"site140",2008,52,146,0,58.5,0.975
"448133",6,"site140",2000,44,143,1,58.5,0.990277777777778
"448359",6,"site141",1999,48,140,1,58.65,1
"449070",12,"site141",2011,60,153,0,58.65,1
"449079",7,"site141",2000,49,145,0,58.65,1
"449198",5,"site141",2001,50,142,0,58.65,1
"449378",19,"site141",2007,56,154,0,58.65,1
"449532",9,"site141",2012,61,145,0,58.65,1
"450643",12,"site141",2010,59,143,0,58.65,1
"450873",14,"site141",2003,52,152,0,58.65,1
"450949",14,"site141",2009,58,144,0,58.65,1
"451056",20,"site141",2008,57,148,0,58.65,1
"451196",17,"site141",2005,54,158,0,58.65,1
"451319",10,"site141",2002,51,140,0,58.65,1
"451757",16,"site141",2006,55,152,0,58.65,1
"451902",14,"site141",2004,53,151,0,58.65,1
"452074",15,"site142",2005,28,158,1,58.87,1
"452084",7,"site142",2004,49,149,1,58.87,1
"452255",6,"site142",2007,30,153,0,58.87,1
"452756",9,"site142",2008,31,151,0,58.87,1
"453288",13,"site142",2006,29,154,0,58.87,1
"453354",0,"site142",2012,46,146,1,58.87,0.975
"453513",6,"site142",2009,32,149,0,58.87,1
"453699",2,"site142",2010,33,149,0,58.87,1
"453961",6,"site142",2011,34,162,0,58.87,1
"454874",0,"site143",2009,58,138,0,58.66,1
"455067",0,"site143",2008,57,143,0,58.66,1
"455737",0,"site143",2004,53,142,0,58.66,1
"455962",0,"site143",2000,49,143,0,58.66,1
"456561",0,"site143",2010,59,140,0,58.66,1
"456629",0,"site143",2005,54,149,0,58.66,1
"456805",0,"site143",2007,56,142,0,58.66,1
"456991",0,"site143",2001,50,144,0,58.66,1
"457077",0,"site143",2011,60,142,0,58.66,1
"457226",0,"site143",1998,47,143,0,58.66,1
"457771",0,"site143",2002,51,143,0,58.66,1
"457841",0,"site143",2012,61,142,0,58.66,1
"457885",0,"site143",2003,52,141,0,58.66,1
"457990",0,"site143",2006,55,142,0,58.66,1
"458936",0,"site143",1999,48,142,0,58.66,1
"459547",4,"site144",2012,57,159,1,58.67,1
"459794",2,"site144",2002,51,143,0,58.67,1
"459981",2,"site144",2005,29,161,1,58.67,1
"460478",0,"site144",2003,52,153,0,58.67,1
"460631",1,"site144",2009,55,145,1,58.67,1
"460706",2,"site144",2000,49,150,1,58.67,1
"461323",1,"site145",2006,59,140,1,58.88,0.8
"461589",7,"site145",2003,48,153,1,58.88,0.8125
"461965",0,"site145",2008,61,151,0,58.88,0.7875
"462198",1,"site145",2007,60,143,0,58.88,0.7875
"462441",0,"site145",2005,47,161,1,58.88,0.8
"462589",1,"site145",2010,63,143,0,58.88,0.7875
"462616",1,"site146",2000,55,152,0,58.9,1
"463679",4,"site146",2010,65,156,0,58.9,1
"463812",5,"site146",2009,64,148,0,58.9,1
"463962",1,"site146",1998,53,157,0,58.9,1
"464192",3,"site146",2007,62,153,0,58.9,1
"464315",1,"site146",2011,66,150,0,58.9,1
"464347",3,"site146",2003,58,151,0,58.9,1
"464416",2,"site146",1999,54,156,0,58.9,1
"464505",4,"site146",2001,56,153,0,58.9,1
"464791",0,"site146",2012,67,149,0,58.9,1
"465134",0,"site146",2002,57,151,0,58.9,1
"465373",1,"site146",2005,60,161,0,58.9,1
"465781",2,"site146",2006,61,154,0,58.9,1
"466450",2,"site146",2008,63,157,0,58.9,1
"466910",1,"site146",2004,59,156,0,58.9,1
"467562",3,"site147",2002,66,135,1,58.91,0.689285714285714
"467721",5,"site147",2004,36,142,1,58.91,0.6875
"468135",1,"site147",2012,62,151,0,58.91,0.6875
"468303",1,"site147",2007,49,152,1,58.91,0.7
"468424",0,"site147",2009,59,148,1,58.91,0.6875
"468431",0,"site147",2003,67,140,0,58.91,0.6875
"468629",1,"site147",2010,60,145,0,58.91,0.6875
"469207",0,"site147",2011,61,158,0,58.91,0.6875
"469683",26,"site148",2003,42,148,0,58.71,0.8625
"469888",11,"site148",2002,41,144,1,58.71,0.836111111111111
"470243",21,"site148",2005,44,148,0,58.71,0.8625
"470328",10,"site148",2004,43,143,0,58.71,0.9
"470347",10,"site148",2008,47,145,0,58.71,0.8125
"470553",14,"site148",2007,46,153,0,58.71,0.8125
"471486",14,"site148",2009,48,142,0,58.71,0.8125
"471998",10,"site148",2010,49,141,0,58.71,0.8125
"472081",14,"site148",2011,50,154,0,58.71,0.8125
"472145",19,"site148",2006,45,154,0,58.71,0.8375
"472467",4,"site149",2009,48,153,0,58.72,1
"472784",0,"site149",2008,53,151,0,58.72,1
"473087",1,"site149",2010,49,153,0,58.72,0.95
"473305",1,"site149",2002,41,151,1,58.72,0.99375
"473311",0,"site149",2007,52,153,0,58.72,1
"473741",0,"site149",2005,50,147,0,58.72,1
"473771",0,"site149",2003,48,148,1,58.72,1
"474154",2,"site149",2006,51,146,0,58.72,1
"474562",0,"site149",2004,49,150,0,58.72,1
"475020",0,"site150",2009,46,143,0,58.72,1
"475136",0,"site150",2004,41,157,1,58.72,1
"475635",0,"site150",2006,43,156,0,58.72,1
"475746",0,"site150",2008,45,157,0,58.72,1
"475915",0,"site150",2012,49,146,0,58.72,1
"476676",0,"site150",2003,45,145,1,58.72,0.9875
"477097",0,"site150",2011,48,152,0,58.72,1
"477184",0,"site150",2007,44,156,0,58.72,1
"477199",0,"site150",2010,47,156,0,58.72,1
"477619",1,"site151",1998,67,159,1,58.95,1
"477642",5,"site151",2007,44,156,0,58.95,1
"478169",0,"site151",2001,70,155,0,58.95,1
"478395",0,"site151",2002,71,164,0,58.95,1
"479273",0,"site151",1999,68,161,0,58.95,1
"479295",3,"site151",2009,31,157,1,58.95,1
"479336",1,"site151",2010,32,156,0,58.95,1
"479345",2,"site151",2000,69,170,0,58.95,1
"479625",3,"site151",2008,45,157,0,58.95,1
"479664",2,"site151",2006,43,160,1,58.95,1
"480221",0,"site151",2011,33,141,0,58.95,1
"480456",1,"site151",2012,34,157,0,58.95,1
"480940",5,"site152",2005,45,162,0,58.72,0.9875
"480977",2,"site152",2004,44,157,0,58.72,1
"481080",3,"site152",1998,40,155,1,58.72,0.99375
"481298",5,"site152",2002,42,160,1,58.72,0.99375
"481761",3,"site152",2008,48,157,0,58.72,0.9875
"481775",2,"site152",2012,52,161,0,58.72,0.9875
"481947",5,"site152",2003,43,158,0,58.72,1
"483167",4,"site152",2006,46,161,0,58.72,0.9875
"483262",7,"site152",2009,49,157,0,58.72,1
"483427",1,"site152",2010,50,168,0,58.72,1
"483482",5,"site152",2011,51,156,0,58.72,1
"483652",3,"site152",2007,47,160,0,58.72,0.9875
"484887",5,"site153",2010,71,140,0,58.73,0.9875
"484923",3,"site153",2011,72,139,0,58.73,0.9625
"485260",14,"site153",2007,44,156,0,58.73,0.75
"485285",26,"site153",2004,41,164,0,58.73,0.75
"485307",35,"site153",2005,42,162,0,58.73,0.75
"485683",6,"site153",2012,73,140,0,58.73,0.975
"485952",10,"site153",2006,43,161,0,58.73,0.75
"486340",19,"site153",2003,40,158,0,58.73,0.75
"486483",13,"site153",2009,70,140,1,58.73,0.9125
"486686",17,"site153",2008,45,159,0,58.73,0.75
"486908",17,"site153",2002,39,152,1,58.73,0.83375
"487588",0,"site154",2002,70,161,0,58.95,0.972222222222222
"487591",0,"site154",2001,69,161,0,58.95,0.972222222222222
"488167",0,"site154",2010,48,153,1,58.95,1
"488279",0,"site154",2006,76,151,0,58.95,0.9375
"488416",0,"site154",2000,68,143,1,58.95,0.972222222222222
"488930",1,"site154",2011,49,153,0,58.95,1
"489086",0,"site154",2012,50,155,0,58.95,0.975
"489179",0,"site154",2004,74,148,1,58.95,0.975
"489229",0,"site154",2009,79,158,0,58.95,0.95
"489280",0,"site154",2008,78,154,0,58.95,0.9625
"489989",0,"site154",2005,75,150,0,58.95,0.975
"490389",1,"site154",2007,77,149,0,58.95,0.975
"490786",0,"site155",2004,73,156,0,58.95,1
"491184",0,"site155",2008,77,156,0,58.95,1
"491293",0,"site155",2010,79,155,0,58.95,1
"491396",0,"site155",2006,75,160,0,58.95,1
"491755",0,"site155",1998,67,161,0,58.95,1
"491966",0,"site155",2012,81,159,0,58.95,1
"492399",0,"site155",2007,76,157,0,58.95,1
"493613",0,"site155",2000,69,161,0,58.95,1
"493727",2,"site155",2003,72,160,0,58.95,1
"493803",0,"site155",2005,74,159,0,58.95,1
"493885",0,"site155",2011,80,151,0,58.95,1
"493907",0,"site155",2001,70,157,0,58.95,1
"494284",0,"site155",1999,68,160,0,58.95,1
"494545",0,"site155",2002,71,148,0,58.95,1
"495075",0,"site155",2009,78,154,0,58.95,1
"495120",2,"site156",2008,29,145,0,58.73,0.9
"495697",2,"site156",2012,52,166,0,58.73,0.9375
"496257",0,"site156",2001,38,152,1,58.73,0.90875
"496531",5,"site156",2004,25,156,0,58.73,0.9
"496961",1,"site156",2011,51,163,0,58.73,0.9375
"497184",1,"site156",1998,40,154,1,58.73,0.90875
"497669",0,"site156",2009,49,157,1,58.73,0.9
"497770",2,"site156",2007,28,146,0,58.73,0.9
"497783",0,"site156",2010,50,178,0,58.73,0.9
"498055",1,"site156",2006,27,156,0,58.73,0.9125
"498375",2,"site156",2005,26,144,0,58.73,0.9
"498408",3,"site156",2003,24,161,1,58.73,0.9
"498557",0,"site156",2002,41,156,1,58.73,0.90875
"498877",4,"site157",2010,64,149,0,58.72,0.9625
"499036",3,"site157",2007,61,153,0,58.72,0.975
"499246",4,"site157",2003,57,143,0,58.72,0.95
"499766",8,"site157",2008,62,151,0,58.72,0.975
"500274",3,"site157",2001,55,153,0,58.72,0.965
"500400",3,"site157",2005,59,164,0,58.72,1
"500861",6,"site157",2004,58,151,0,58.72,0.95
"501039",5,"site157",2006,60,140,0,58.72,0.95
"501530",3,"site157",1999,53,154,1,58.72,0.965
"501617",0,"site157",2012,66,145,0,58.72,0.9625
"501935",4,"site157",2000,54,154,0,58.72,0.965
"502499",2,"site157",2002,56,151,0,58.72,0.965
"502503",2,"site157",2009,63,149,0,58.72,0.9625
"502616",1,"site157",1998,40,149,1,58.72,0.965
"502825",4,"site157",2011,65,150,0,58.72,0.9625
"503080",7,"site158",2006,39,146,0,58.95,0.8
"503272",7,"site158",2003,36,148,0,58.95,0.8125
"503770",3,"site158",2009,42,149,0,58.95,0.8
"503838",1,"site158",2012,66,148,1,58.95,0.875
"504203",11,"site158",2007,40,152,0,58.95,0.8
"504480",6,"site158",2005,38,160,0,58.95,0.8
"504631",6,"site158",2002,35,158,1,58.95,0.809722222222222
"505043",5,"site158",2010,43,155,0,58.95,0.8
"505473",7,"site158",2004,37,150,0,58.95,0.8
"505508",9,"site158",2008,41,151,0,58.95,0.8
"505922",5,"site159",2012,62,159,0,58.95,0.8125
"506403",3,"site159",1998,48,156,0,58.95,0.81
"506695",3,"site159",1999,49,155,0,58.95,0.81
"506855",8,"site159",2008,58,147,0,58.95,0.8
"507343",9,"site159",2009,59,144,0,58.95,0.8125
"507462",4,"site159",2004,54,157,0,58.95,0.825
"507547",5,"site159",2005,55,152,0,58.95,0.8
"507646",1,"site159",2003,53,156,0,58.95,0.825
"507894",3,"site159",2000,50,161,0,58.95,0.81
"508149",6,"site159",2011,61,145,0,58.95,0.8125
"508531",1,"site159",2001,51,144,0,58.95,0.81
"509592",4,"site159",2006,56,159,0,58.95,0.8
"509905",9,"site159",2010,60,143,0,58.95,0.8125
"510063",4,"site159",2002,52,153,0,58.95,0.81
"510119",8,"site159",2007,57,152,0,58.95,0.8
"510131",9,"site160",1998,40,148,1,58.72,0.9625
"510217",7,"site160",2008,30,151,0,58.72,0.9625
"510249",8,"site160",2012,34,150,0,58.72,0.9625
"510585",12,"site160",2010,32,153,0,58.72,0.9625
"510649",1,"site160",2007,29,144,0,58.72,0.9625
"511227",2,"site160",2009,32,157,0,58.72,0.9625
"511458",5,"site160",2006,29,163,0,58.72,0.9625
"512207",0,"site160",2005,28,160,1,58.72,0.9625
"512360",0,"site161",2012,54,150,0,58.72,0.4
"512394",0,"site161",2011,53,157,0,58.72,0.4
"512573",0,"site161",2006,19,159,0,58.72,0.4
"512622",1,"site161",2005,18,160,1,58.72,0.4
"513193",0,"site161",2010,52,160,0,58.72,0.4
"513402",0,"site161",2008,21,157,0,58.72,0.4
"513608",0,"site161",2009,51,167,1,58.72,0.4
"514606",9,"site162",2005,66,163,1,58.95,0.8875
"514651",9,"site162",2006,67,152,0,58.95,0.8875
"514967",5,"site162",2009,70,151,0,58.95,0.8875
"515086",5,"site162",2010,71,149,0,58.95,0.85
"515350",7,"site162",2012,64,158,0,58.95,0.825
"515441",9,"site162",2008,69,150,0,58.95,0.8875
"515443",12,"site162",2007,68,155,0,58.95,0.8875
"516032",3,"site162",2011,63,157,1,58.95,0.825
"516713",3,"site162",2003,45,146,1,58.95,0.825
"516826",4,"site163",2009,47,165,0,58.94,0.9875
"517239",8,"site163",2008,46,158,0,58.94,0.9875
"517414",22,"site163",2005,30,151,0,58.94,0.975
"517424",19,"site163",2004,29,149,1,58.94,0.975
"517692",4,"site163",2012,41,157,0,58.94,0.9875
"518404",13,"site163",2006,31,146,0,58.94,0.975
"518691",6,"site163",2007,45,165,1,58.94,1
"518737",0,"site163",2011,40,153,0,58.94,0.9625
"518870",0,"site163",2010,39,156,1,58.94,0.9375
"518932",8,"site163",2003,45,147,1,58.94,0.9625
"519939",5,"site164",2000,52,156,1,58.94,0.89
"520421",2,"site164",2012,64,156,0,58.94,0.8875
"520528",9,"site164",2006,58,149,0,58.94,0.8875
"520801",4,"site164",2010,62,153,0,58.94,0.8875
"520922",3,"site164",2003,55,154,0,58.94,0.9125
"520951",7,"site164",2008,60,153,0,58.94,0.8875
"521017",8,"site164",2007,59,157,0,58.94,0.8875
"521069",11,"site164",2002,54,153,0,58.94,0.89
"521630",4,"site164",2011,63,151,0,58.94,0.8875
"522504",3,"site164",2001,53,155,0,58.94,0.89
"522516",16,"site164",2005,57,158,0,58.94,0.8875
"522729",8,"site164",2004,56,153,0,58.94,0.8875
"523084",6,"site164",2009,61,157,0,58.94,0.8875
"523457",0,"site165",2009,52,162,1,58.93,0.7
"523501",0,"site165",2011,54,167,0,58.93,0.5875
"523506",0,"site165",2010,53,155,0,58.93,0.5875
"523683",0,"site165",2012,31,146,1,58.93,0.5125
"524078",0,"site165",2005,32,159,1,58.93,0.5875
"524597",1,"site166",1999,48,151,1,59.12,0.816666666666667
"524640",1,"site166",2007,49,153,1,59.12,0.8375
"525574",0,"site166",2001,50,150,0,59.12,0.816666666666667
"525680",4,"site166",2005,29,162,1,59.12,0.775
"525697",1,"site166",2009,55,144,1,59.12,0.8375
"526277",0,"site167",2012,35,146,1,59.34,1
"526419",0,"site167",2009,40,141,1,59.34,1
"527019",0,"site167",2011,42,152,0,59.34,1
"527050",0,"site167",2005,47,162,1,59.34,1
"527078",0,"site167",2003,29,148,1,59.34,1
"527694",0,"site168",2009,33,149,0,59.13,0.65
"528055",0,"site168",2011,24,154,1,59.13,0.6625
"528059",1,"site168",1999,48,153,1,59.13,0.6575
"528280",0,"site168",2001,50,148,0,59.13,0.6575
"528460",2,"site168",2008,32,151,1,59.13,0.65
"528533",2,"site168",2005,25,149,1,59.13,0.675
"528577",1,"site168",2010,34,148,0,59.13,0.65
"529476",0,"site169",2011,24,151,1,59.14,1
"529734",5,"site169",2005,47,154,1,59.14,0.9875
"529775",6,"site169",1999,48,152,1,59.14,0.9975
"530278",10,"site169",2009,33,157,0,59.14,1
"530393",9,"site169",2001,50,149,0,59.14,0.9975
"530668",5,"site169",2007,31,145,1,59.14,1
"531036",10,"site169",2008,32,152,1,59.14,1
"531275",0,"site170",2011,37,156,0,59.36,1
"531362",0,"site170",2002,57,151,1,59.36,1
"531600",0,"site170",2007,33,158,1,59.36,1
"531732",0,"site170",2010,36,159,0,59.36,1
"532620",0,"site170",2006,48,155,1,59.36,1
"532868",0,"site170",2008,34,158,0,59.36,1
"533110",0,"site170",2012,38,158,0,59.36,1
"533346",0,"site170",2005,25,151,1,59.36,1
"533884",1,"site171",2007,27,141,0,59.37,0.9625
"534023",0,"site171",2011,24,157,1,59.37,0.925
"534808",1,"site171",2010,65,150,1,59.37,0.975
"535113",2,"site171",2005,25,153,1,59.37,0.975
"535133",0,"site171",2012,41,153,1,59.37,0.975
"535150",3,"site171",1998,54,140,1,59.37,0.9625
"535351",0,"site172",2008,63,148,0,59.38,0.975
"535887",2,"site172",2001,64,162,0,59.38,0.976785714285714
"536294",4,"site172",1999,62,156,0,59.38,0.976785714285714
"536424",11,"site172",2007,62,146,1,59.38,0.9625
"536627",4,"site172",2012,41,150,0,59.38,0.975
"537026",8,"site172",2002,65,156,0,59.38,0.976785714285714
"537120",5,"site172",2000,63,152,0,59.38,0.976785714285714
"537538",6,"site172",2006,69,157,1,59.38,1
"537689",3,"site172",2010,39,150,1,59.38,0.975
"538137",2,"site172",2011,40,151,0,59.38,0.975
"538458",5,"site172",1998,61,163,1,59.38,0.976785714285714
"538459",5,"site172",2009,64,143,0,59.38,0.975
"538957",2,"site173",2000,55,145,1,59.38,0.9015625
"539052",4,"site173",1999,40,173,1,59.38,0.9015625
"539263",18,"site173",2006,41,154,1,59.38,0.9125
"539341",10,"site173",2008,43,157,0,59.38,0.9125
"539479",6,"site173",2005,47,163,1,59.38,0.825
"539566",1,"site173",2010,45,155,0,59.38,0.9125
"539716",6,"site173",2009,44,156,0,59.38,0.9125
"539777",6,"site173",2012,47,157,0,59.38,0.9125
"540161",6,"site173",2011,46,153,0,59.38,0.9125
"540634",4,"site173",2007,42,156,0,59.38,0.9125
"541576",2,"site174",1999,69,139,0,59.17,0.984375
"541662",0,"site174",1998,68,153,0,59.17,0.984375
"541726",2,"site174",2009,27,142,1,59.17,0.9375
"541978",0,"site174",2005,29,163,1,59.17,1
"542204",0,"site174",2011,53,150,1,59.17,1
"542378",3,"site174",2007,27,145,1,59.17,1
"543611",1,"site175",2001,71,149,0,59.17,1
"543958",6,"site175",2006,44,160,0,59.17,1
"544263",0,"site175",2000,70,150,0,59.17,1
"544834",1,"site175",2002,72,153,0,59.17,1
"545783",4,"site175",2009,47,161,0,59.17,1
"545928",0,"site175",1999,69,150,1,59.17,1
"546066",3,"site175",2005,43,161,1,59.17,1
"546197",3,"site175",2007,45,159,0,59.17,1
"546236",0,"site175",2010,48,158,1,59.17,1
"546293",0,"site175",2011,49,156,0,59.17,1
"546469",1,"site175",2012,50,157,0,59.17,1
"546505",1,"site175",2003,73,153,0,59.17,1
"546856",1,"site176",2009,28,159,0,59.39,0.9625
"547048",3,"site176",2012,31,159,0,59.39,0.9875
"547237",5,"site176",2003,21,156,0,59.39,1
"547256",3,"site176",2011,29,150,0,59.39,0.975
"547269",5,"site176",2004,23,162,0,59.39,0.975
"547793",5,"site176",1998,16,156,1,59.39,0.979166666666667
"547900",4,"site176",2001,19,156,0,59.39,0.979166666666667
"548056",3,"site176",2002,20,151,0,59.39,0.979166666666667
"548227",7,"site176",2000,18,154,0,59.39,0.979166666666667
"548313",4,"site176",1999,18,158,0,59.39,0.979166666666667
"548769",2,"site176",2006,24,156,0,59.39,0.975
"549756",0,"site177",1999,52,156,0,59.39,1
"549831",0,"site177",2009,62,158,0,59.39,1
"550108",0,"site177",2012,65,158,0,59.39,1
"550318",0,"site177",2000,53,156,0,59.39,1
"550563",1,"site177",2004,57,160,0,59.39,1
"551301",0,"site177",2001,54,156,0,59.39,1
"551816",0,"site177",2008,61,153,0,59.39,1
"551817",2,"site177",2005,58,158,0,59.39,1
"552490",0,"site177",2010,63,157,0,59.39,1
"552768",0,"site177",2003,56,158,0,59.39,1
"552941",0,"site177",2002,55,158,0,59.39,1
"552953",0,"site177",2006,59,159,0,59.39,1
"553585",1,"site177",2011,64,159,0,59.39,1
"553697",0,"site177",1998,51,156,0,59.39,1
"554112",0,"site177",2007,60,155,0,59.39,1
"554577",6,"site178",2003,53,165,0,59.17,0.8125
"554876",6,"site178",2002,52,144,0,59.17,0.9625
"555461",4,"site178",2005,43,156,1,59.17,1
"555582",3,"site178",2012,50,157,0,59.17,1
"556048",13,"site178",2008,46,158,0,59.17,1
"556294",4,"site178",2001,51,145,1,59.17,0.9625
"556326",5,"site178",2009,47,156,0,59.17,1
"556610",3,"site178",2010,48,156,0,59.17,1
"556758",5,"site178",2004,54,151,0,59.17,0.8125
"557001",4,"site178",2011,49,154,0,59.17,1
"557336",7,"site178",2006,44,156,0,59.17,1
"558084",7,"site178",2007,45,156,0,59.17,1
"558288",10,"site179",2004,54,156,0,59.17,0.875
"558456",1,"site179",2001,51,151,0,59.17,0.875
"558483",7,"site179",2006,56,156,0,59.17,0.875
"558655",5,"site179",2003,53,150,0,59.17,0.875
"558670",10,"site179",2000,50,168,0,59.17,0.875
"559766",4,"site179",2008,58,158,0,59.17,0.875
"559915",1,"site179",2011,61,163,0,59.17,0.875
"559964",8,"site179",2002,52,151,0,59.17,0.875
"560099",6,"site179",1999,49,156,0,59.17,0.875
"560432",6,"site179",1998,48,156,0,59.17,0.875
"560685",3,"site179",2010,60,155,0,59.17,0.875
"560894",4,"site179",2009,59,157,0,59.17,0.875
"561241",12,"site179",2007,57,166,0,59.17,0.875
"562426",1,"site180",2001,53,150,0,59.4,0.994444444444444
"562536",4,"site180",2005,57,155,0,59.4,1
"563466",1,"site180",2000,52,157,0,59.4,0.994444444444444
"563851",2,"site180",2012,64,148,0,59.4,1
"564081",5,"site180",2011,63,147,0,59.4,1
"564088",4,"site180",1999,51,142,1,59.4,0.994444444444444
"564166",4,"site180",2007,59,152,0,59.4,1
"564211",5,"site180",2004,56,150,0,59.4,1
"564676",10,"site180",2006,58,146,0,59.4,1
"564841",3,"site180",2003,55,154,0,59.4,0.975
"565633",1,"site180",2002,54,153,0,59.4,0.994444444444444
"565699",5,"site180",2010,62,151,0,59.4,0.975
"565925",3,"site180",2008,60,150,0,59.4,1
"566048",1,"site181",2012,41,157,0,59.4,0.9875
"566214",1,"site181",2007,36,152,0,59.4,1
"566287",0,"site181",2008,37,151,0,59.4,1
"566351",1,"site181",2003,32,143,1,59.4,1
"566545",1,"site181",2002,52,152,1,59.4,0.99875
"567179",0,"site181",2005,34,149,0,59.4,1
"567772",2,"site181",2011,40,159,0,59.4,1
"568336",6,"site181",2004,33,149,0,59.4,1
"568723",0,"site181",2010,40,178,1,59.4,1
"568968",0,"site181",2006,63,147,1,59.4,1
"569057",0,"site181",2009,66,151,0,59.4,1
"569417",5,"site182",2011,53,153,0,59.17,1
"569613",4,"site182",2003,49,158,1,59.17,1
"569936",2,"site182",2009,51,172,1,59.17,1
"569945",3,"site182",2007,45,160,1,59.17,1
"570041",3,"site182",2008,46,155,0,59.17,1
"570257",3,"site182",2005,29,155,1,59.17,0.975
"570392",3,"site182",2012,54,158,0,59.17,1
"570966",4,"site182",2010,52,158,0,59.17,1
"571441",0,"site183",2009,59,148,0,59.17,1
"571506",0,"site183",2011,61,150,0,59.17,1
"571540",0,"site183",2008,58,149,0,59.17,1
"572024",0,"site183",2003,53,160,1,59.17,1
"572185",0,"site183",2006,56,156,0,59.17,1
"572441",0,"site183",2004,54,164,0,59.17,1
"573247",0,"site183",2007,57,156,0,59.17,1
"573348",0,"site183",2012,62,157,0,59.17,1
"573572",0,"site183",2005,55,158,0,59.17,1
"573992",0,"site183",2010,60,146,0,59.17,1
"574306",8,"site184",2012,44,161,0,59.4,1
"574369",7,"site184",2010,36,145,1,59.4,1
"574851",6,"site184",2011,43,156,1,59.4,1
"574880",18,"site184",2009,36,142,0,59.4,1
"575178",9,"site184",2007,34,146,1,59.4,0.9375
"575367",14,"site184",2008,35,144,0,59.4,0.9375
"575508",5,"site184",2003,45,150,1,59.4,0.95
"576032",17,"site185",2006,62,161,0,59.4,0.9625
"577040",18,"site185",2007,63,159,0,59.4,0.975
"577791",19,"site185",2011,67,154,0,59.4,0.975
"577880",12,"site185",2010,66,156,0,59.4,0.975
"577917",12,"site185",2003,45,149,1,59.4,0.9375
"577923",14,"site185",2009,65,157,0,59.4,0.975
"577927",18,"site185",2008,64,157,0,59.4,0.975
"577948",9,"site185",2012,68,153,0,59.4,0.975
"577951",25,"site185",2005,61,165,1,59.4,0.925
"578578",2,"site186",2005,69,150,0,59.17,1
"578873",2,"site186",2004,68,148,0,59.17,0.9625
"579701",7,"site186",2003,67,142,1,59.17,0.9625
"579717",0,"site186",2007,45,156,1,59.17,1
"579928",5,"site186",2006,70,144,0,59.17,0.9625
"580181",1,"site186",2010,42,154,1,59.17,1
"580881",4,"site186",2009,47,148,0,59.17,1
"581174",6,"site186",2008,46,144,0,59.17,1
"581186",1,"site186",2011,43,149,0,59.17,1
"581267",0,"site186",2012,44,150,0,59.17,1
"582542",2,"site187",2010,50,156,0,59.17,0.8125
"582819",0,"site187",2011,51,156,0,59.17,0.8125
"582979",5,"site187",2012,52,157,0,59.17,0.8125
"583254",0,"site187",2004,57,149,0,59.17,0.75
"583447",10,"site187",2008,48,155,1,59.17,0.8125
"583531",0,"site187",2005,58,152,0,59.17,0.75
